s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi
EA39430	108113973	chr1	327	ENSLOCG00000016787	46316088	LG1	859
EA36038	108257357	chr1	329	ENSLOCG00000017182	61663026	LG1	981
EA37480	108279428	chr1	330	ENSLOCG00000017239	64942959	LG1	1008
EA36003	113235507	chr1	345	ENSLOCG00000014858	3644070	LG1	525
EA38290	116762632	chr1	350	ENSLOCG00000014573	1673377	LG1	509
EA37787	117357915	chr1	354	ENSLOCG00000014548	1425974	LG1	504
EA39166	118896205	chr1	359	ENSLOCG00000015292	8867465	LG1	569
EA38190	122446121	chr1	372	ENSLOCG00000014684	2473434	LG1	514
EA22749	135540162	chr1	412	ENSLOCG00000014752	2765701	LG1	519
EA22058	156781027	chr1	477	ENSLOCG00000015209	7977269	LG1	562
EA24461	156910270	chr1	478	ENSLOCG00000015949	19095697	LG1	664
EA24413	160876229	chr1	490	ENSLOCG00000015319	9081153	LG1	573
EA21889	164285127	chr1	503	ENSLOCG00000014980	5726561	LG1	535
EA23818	165956274	chr1	510	ENSLOCG00000016097	22287785	LG1	687
EA23254	166110238	chr1	513	ENSLOCG00000017179	61430912	LG1	979
EA23404	166364870	chr1	516	ENSLOCG00000016992	55915049	LG1	922
EA22331	168416346	chr1	519	ENSLOCG00000015578	11946831	LG1	597
EA22386	168596937	chr1	521	ENSLOCG00000014733	2725707	LG1	518
EA23570	171823429	chr1	537	ENSLOCG00000017047	56948584	LG1	935
EA22565	171844227	chr1	538	ENSLOCG00000017188	62112855	LG1	983
EA23994	172659316	chr1	542	ENSLOCG00000014330	263264	LG1	485
EA22390	173348276	chr1	545	ENSLOCG00000014341	349250	LG1	486
EA24095	174291410	chr1	550	ENSLOCG00000015042	6186119	LG1	539
EA24017	179238389	chr1	557	ENSLOCG00000014774	3062302	LG1	520
EA23413	179238725	chr1	558	ENSLOCG00000014775	3064578	LG1	521
EA23747	192871471	chr1	568	ENSLOCG00000014414	610154	LG1	494
EA23955	199777702	chr1	575	ENSLOCG00000014785	3214324	LG1	523
EA23291	200254274	chr1	578	ENSLOCG00000014656	2243224	LG1	513
EA22702	200610012	chr1	579	ENSLOCG00000014394	503974	LG1	491
EA23834	204360271	chr1	582	ENSLOCG00000015500	11096610	LG1	591
EA23445	204697685	chr1	585	ENSLOCG00000015466	10973462	LG1	587
EA37773	565620	chr1	1	ENSLOCG00000013434	58684060	LG2	1436
EA37711	3064051	chr1	7	ENSLOCG00000013646	59412768	LG2	1442
EA36937	3873118	chr1	10	ENSLOCG00000011458	47208845	LG2	1342
EA37716	9761309	chr1	36	ENSLOCG00000014309	62725278	LG2	1484
EA35810	10740500	chr1	42	ENSLOCG00000014709	66765739	LG2	1521
EA35745	11450994	chr1	48	ENSLOCG00000014903	68345733	LG2	1546
EA39214	15826584	chr1	55	ENSLOCG00000014723	66936893	LG2	1524
EA35925	15891433	chr1	56	ENSLOCG00000014365	63082446	LG2	1487
EA38456	16186689	chr1	58	ENSLOCG00000014178	62013158	LG2	1470
EA39031	19369856	chr1	64	ENSLOCG00000014662	66465642	LG2	1514
EA35887	25211248	chr1	82	ENSLOCG00000002642	5880203	LG2	1073
EA37793	25551868	chr1	83	ENSLOCG00000002675	5978640	LG2	1074
EA36944	46714079	chr1	152	ENSLOCG00000013030	57084405	LG2	1422
EA38754	48231225	chr1	159	ENSLOCG00000010159	37426477	LG2	1282
EA39400	48319217	chr1	160	ENSLOCG00000004213	10725910	LG2	1111
EA38704	48444430	chr1	161	ENSLOCG00000004231	10746587	LG2	1113
EA35906	49777153	chr1	166	ENSLOCG00000013695	59728620	LG2	1444
EA38125	56978957	chr1	183	ENSLOCG00000002455	5686318	LG2	1072
EA37486	57948573	chr1	187	ENSLOCG00000012972	56681911	LG2	1419
EA38070	58658064	chr1	189	ENSLOCG00000012975	56797124	LG2	1420
EA36929	59442991	chr1	193	ENSLOCG00000009373	32972415	LG2	1253
EA37800	59961291	chr1	196	ENSLOCG00000009357	32932753	LG2	1252
EA37966	60795016	chr1	199	ENSLOCG00000007727	23381463	LG2	1192
EA39548	61399088	chr1	200	ENSLOCG00000007783	23501164	LG2	1194
EA36364	73762573	chr1	219	ENSLOCG00000014197	62174981	LG2	1472
EA38905	78947526	chr1	234	ENSLOCG00000014593	64941894	LG2	1505
EA37097	82379146	chr1	242	ENSLOCG00000017728	68437866	LG2	1549
EA36400	83768666	chr1	246	ENSLOCG00000014236	62399940	LG2	1480
EA39229	90638788	chr1	266	ENSLOCG00000012115	50584326	LG2	1373
EA37031	91801797	chr1	271	ENSLOCG00000004894	12775236	LG2	1125
EA36171	92033148	chr1	272	ENSLOCG00000014404	63432739	LG2	1492
EA36069	92631265	chr1	275	ENSLOCG00000012502	53344954	LG2	1395
EA38536	107662472	chr1	325	ENSLOCG00000001173	440845	LG2	1034
EA24142	123773659	chr1	375	ENSLOCG00000012677	53960134	LG2	1402
EA21770	124058404	chr1	376	ENSLOCG00000010577	42705665	LG2	1294
EA24474	124511780	chr1	379	ENSLOCG00000007574	22514542	LG2	1190
EA23393	125800168	chr1	383	ENSLOCG00000007713	23365019	LG2	1191
EA22336	127974181	chr1	388	ENSLOCG00000008056	24625809	LG2	1201
EA22286	128279990	chr1	389	ENSLOCG00000010217	37642555	LG2	1283
EA23897	128419765	chr1	391	ENSLOCG00000010958	44413607	LG2	1312
EA22658	128498551	chr1	392	ENSLOCG00000008117	24744673	LG2	1202
EA24161	144963945	chr1	435	ENSLOCG00000012789	54422248	LG2	1409
EA23901	145223566	chr1	436	ENSLOCG00000012738	54270725	LG2	1406
EA23935	145469047	chr1	437	ENSLOCG00000002081	4723493	LG2	1060
EA22319	151665997	chr1	458	ENSLOCG00000010095	37041607	LG2	1278
EA22801	151876440	chr1	459	ENSLOCG00000003264	8188325	LG2	1091
EA23090	151899642	chr1	460	ENSLOCG00000012697	53995441	LG2	1404
EA23797	156780858	chr1	476	ENSLOCG00000007837	23802487	LG2	1196
EA22269	157594311	chr1	479	ENSLOCG00000010611	42741731	LG2	1296
EA23347	157701883	chr1	480	ENSLOCG00000006541	16849326	LG2	1162
EA22493	158666229	chr1	483	ENSLOCG00000010879	44030319	LG2	1307
EA22377	165714892	chr1	509	ENSLOCG00000014476	63748446	LG2	1495
EA22713	166005097	chr1	511	ENSLOCG00000001083	361697	LG2	1033
EA23882	170452285	chr1	524	ENSLOCG00000010374	40703336	LG2	1289
EA35876	4681665	chr1	13	ENSLOCG00000009441	19375321	LG3	1748
EA36683	5470357	chr1	16	ENSLOCG00000005256	7388848	LG3	1635
EA36071	6621192	chr1	21	ENSLOCG00000004974	6855852	LG3	1631
EA37396	24801045	chr1	79	ENSLOCG00000007612	12161862	LG3	1691
EA36309	27864469	chr1	89	ENSLOCG00000004407	5816323	LG3	1613
EA39071	30556629	chr1	96	ENSLOCG00000007744	12656285	LG3	1697
EA38654	31878721	chr1	99	ENSLOCG00000008983	17587219	LG3	1735
EA35903	33537377	chr1	106	ENSLOCG00000002862	3868478	LG3	1581
EA36732	36311888	chr1	114	ENSLOCG00000003056	4063163	LG3	1585
EA35909	36340192	chr1	115	ENSLOCG00000004461	5862572	LG3	1615
EA36368	36417696	chr1	116	ENSLOCG00000004445	5848653	LG3	1614
EA36723	36571205	chr1	117	ENSLOCG00000008974	16652219	LG3	1734
EA35783	46742383	chr1	153	ENSLOCG00000006465	9863332	LG3	1660
EA39633	52528783	chr1	175	ENSLOCG00000002179	1906786	LG3	1571
EA39530	110016189	chr1	338	ENSLOCG00000004600	6037573	LG3	1618
EA35815	112645800	chr1	342	ENSLOCG00000011858	34119916	LG3	1814
EA38997	116706907	chr1	349	ENSLOCG00000012557	36898495	LG3	1833
EA35958	116944758	chr1	352	ENSLOCG00000011672	33430345	LG3	1810
EA39658	120357889	chr1	363	ENSLOCG00000012319	36130365	LG3	1828
EA38080	120782938	chr1	364	ENSLOCG00000009949	25828888	LG3	1760
EA39335	121635099	chr1	367	ENSLOCG00000012635	37012710	LG3	1834
EA23552	139977131	chr1	426	ENSLOCG00000011166	32335826	LG3	1798
EA21682	153524238	chr1	464	ENSLOCG00000013318	40094735	LG3	1880
EA24206	168455668	chr1	520	ENSLOCG00000011406	32889704	LG3	1805
EA22948	168597328	chr1	522	ENSLOCG00000012177	35689946	LG3	1822
EA21660	173194192	chr1	544	ENSLOCG00000010343	27919498	LG3	1777
EA22292	181667622	chr1	559	ENSLOCG00000010228	26825976	LG3	1772
EA22101	193389164	chr1	569	ENSLOCG00000010150	26623875	LG3	1770
EA23014	198390232	chr1	570	ENSLOCG00000011387	32888479	LG3	1804
EA21752	204905668	chr1	587	ENSLOCG00000010760	29912129	LG3	1793
EA22520	205889252	chr1	590	ENSLOCG00000012654	37066916	LG3	1837
EA37945	19523421	chr1	65	ENSLOCG00000012452	41292060	LG9	2359
EA38240	21617751	chr1	74	ENSLOCG00000012334	40392908	LG9	2352
EA38690	24800689	chr1	78	ENSLOCG00000013303	50497078	LG9	2413
EA39065	29485553	chr1	93	ENSLOCG00000011537	34412563	LG9	2309
EA39052	40599017	chr1	131	ENSLOCG00000009208	20985984	LG9	2226
EA38489	41276297	chr1	133	ENSLOCG00000009757	25770996	LG9	2244
EA36060	41739631	chr1	135	ENSLOCG00000013495	52307205	LG9	2425
EA38254	41900353	chr1	136	ENSLOCG00000013515	52683186	LG9	2426
EA35935	43450114	chr1	138	ENSLOCG00000011954	36635594	LG9	2332
EA35855	44184146	chr1	139	ENSLOCG00000013353	51122898	LG9	2418
EA38711	44941743	chr1	143	ENSLOCG00000007278	15048703	LG9	2173
EA36471	45011316	chr1	144	ENSLOCG00000009978	27130772	LG9	2251
EA36230	52269103	chr1	174	ENSLOCG00000007443	15713750	LG9	2177
EA39726	86455548	chr1	252	ENSLOCG00000009240	21488843	LG9	2229
EA38737	95305802	chr1	288	ENSLOCG00000010955	31533989	LG9	2289
EA36908	118384	chr1	0	ENSLOCG00000001891	1416408	LG5	2440
EA35711	9459750	chr1	34	ENSLOCG00000001777	1116737	LG5	2437
EA36437	19125912	chr1	63	ENSLOCG00000014009	47098533	LG5	2859
EA38178	32432465	chr1	100	ENSLOCG00000001796	1123100	LG5	2438
EA36090	35110840	chr1	109	ENSLOCG00000002418	2655706	LG5	2442
EA35770	35194645	chr1	110	ENSLOCG00000002124	1951701	LG5	2441
EA39153	46436504	chr1	149	ENSLOCG00000006690	10292264	LG5	2521
EA36646	110714861	chr1	339	ENSLOCG00000009813	20549170	LG5	2628
EA36720	112788695	chr1	343	ENSLOCG00000013096	40596480	LG5	2798
EA36135	118008469	chr1	355	ENSLOCG00000014287	49861146	LG5	2893
EA36282	118459495	chr1	356	ENSLOCG00000010957	27660678	LG5	2671
EA38901	118887858	chr1	358	ENSLOCG00000004734	6011295	LG5	2474
EA36911	119140623	chr1	360	ENSLOCG00000010394	24294781	LG5	2648
EA36328	120349548	chr1	362	ENSLOCG00000014244	49372951	LG5	2888
EA39101	122181158	chr1	371	ENSLOCG00000014501	50913720	LG5	2914
EA22575	135160978	chr1	411	ENSLOCG00000014539	51158228	LG5	2918
EA23333	139181331	chr1	420	ENSLOCG00000014026	47371139	LG5	2863
EA23390	139214320	chr1	421	ENSLOCG00000011045	27823668	LG5	2673
EA22504	139263841	chr1	422	ENSLOCG00000014237	49352783	LG5	2885
EA22855	141184899	chr1	430	ENSLOCG00000014379	50182357	LG5	2899
EA21699	153177676	chr1	463	ENSLOCG00000006360	9467880	LG5	2515
EA22506	162402405	chr1	492	ENSLOCG00000007911	13984801	LG5	2555
EA23776	162494048	chr1	493	ENSLOCG00000007899	13957312	LG5	2554
EA23190	162561073	chr1	494	ENSLOCG00000007886	13947628	LG5	2553
EA24076	162732479	chr1	496	ENSLOCG00000012326	34998387	LG5	2749
EA24196	163385975	chr1	499	ENSLOCG00000007872	13946104	LG5	2552
EA22635	163687175	chr1	501	ENSLOCG00000018235	11120015	LG5	2535
EA23968	164322472	chr1	504	ENSLOCG00000011865	31550790	LG5	2718
EA22306	164997675	chr1	505	ENSLOCG00000012765	37461544	LG5	2771
EA23652	173365123	chr1	546	ENSLOCG00000008238	14826273	LG5	2567
EA22414	174280241	chr1	549	ENSLOCG00000004265	5189344	LG5	2464
EA23426	178293196	chr1	556	ENSLOCG00000010486	25674994	LG5	2652
EA23210	182142684	chr1	560	ENSLOCG00000010661	26363501	LG5	2660
EA22894	182861838	chr1	563	ENSLOCG00000010911	27495609	LG5	2669
EA24268	183856578	chr1	566	ENSLOCG00000010774	26698329	LG5	2665
EA22438	198426577	chr1	572	ENSLOCG00000009942	21734034	LG5	2630
EA23990	198917779	chr1	573	ENSLOCG00000010297	23933265	LG5	2644
EA22184	199900692	chr1	576	ENSLOCG00000014062	47737330	LG5	2870
EA21740	200041176	chr1	577	ENSLOCG00000013994	47063292	LG5	2858
EA22425	204360610	chr1	583	ENSLOCG00000014031	47437709	LG5	2864
EA21817	204882594	chr1	586	ENSLOCG00000014458	50742825	LG5	2909
EA22669	205556837	chr1	588	ENSLOCG00000014482	50859016	LG5	2913
EA22485	205990362	chr1	592	ENSLOCG00000014450	50634118	LG5	2908
EA38421	1619247	chr1	2	ENSLOCG00000015244	47322964	LG7	3312
EA39734	6755757	chr1	23	ENSLOCG00000015298	47712043	LG7	3317
EA39666	9980006	chr1	38	ENSLOCG00000011844	11985377	LG7	3084
EA36657	9993733	chr1	39	ENSLOCG00000011835	11982052	LG7	3083
EA39355	10302984	chr1	40	ENSLOCG00000009093	2938335	LG7	2955
EA37035	10877648	chr1	43	ENSLOCG00000012793	16457331	LG7	3144
EA36571	11016043	chr1	46	ENSLOCG00000014187	35552244	LG7	3232
EA37855	13377962	chr1	49	ENSLOCG00000013469	19672074	LG7	3179
EA36830	14182472	chr1	50	ENSLOCG00000009469	4630527	LG7	2974
EA39310	15125570	chr1	52	ENSLOCG00000009008	2780503	LG7	2950
EA36452	15365311	chr1	53	ENSLOCG00000009055	2838406	LG7	2953
EA39242	18420406	chr1	62	ENSLOCG00000010093	7060337	LG7	3007
EA38837	35798091	chr1	112	ENSLOCG00000014992	44979434	LG7	3287
EA37606	53931351	chr1	179	ENSLOCG00000015409	50520804	LG7	3331
EA37095	67207422	chr1	210	ENSLOCG00000014057	32183221	LG7	3215
EA37319	69081925	chr1	213	ENSLOCG00000009180	3065540	LG7	2959
EA38331	69540346	chr1	215	ENSLOCG00000011982	12329189	LG7	3089
EA39011	70590212	chr1	216	ENSLOCG00000012026	12562229	LG7	3092
EA37813	73518277	chr1	218	ENSLOCG00000012250	13805712	LG7	3111
EA36505	74668266	chr1	225	ENSLOCG00000015310	47776206	LG7	3319
EA38313	74837395	chr1	227	ENSLOCG00000013144	18480008	LG7	3163
EA38951	75190306	chr1	228	ENSLOCG00000009274	3812430	LG7	2965
EA35689	77450878	chr1	229	ENSLOCG00000010439	8211570	LG7	3021
EA37471	77628627	chr1	230	ENSLOCG00000010496	8259631	LG7	3024
EA39518	78021842	chr1	231	ENSLOCG00000008557	389904	LG7	2930
EA38136	78311828	chr1	232	ENSLOCG00000008544	319654	LG7	2929
EA36949	78772698	chr1	233	ENSLOCG00000013202	18795801	LG7	3165
EA38473	79390028	chr1	235	ENSLOCG00000012832	16694049	LG7	3145
EA36300	81315539	chr1	237	ENSLOCG00000010360	8112601	LG7	3018
EA38918	81411094	chr1	238	ENSLOCG00000008480	48048	LG7	2927
EA38486	81653176	chr1	240	ENSLOCG00000010657	8735298	LG7	3028
EA37549	82146649	chr1	241	ENSLOCG00000017477	33522742	LG7	3221
EA37373	82712865	chr1	243	ENSLOCG00000012749	16261674	LG7	3140
EA37404	82900932	chr1	244	ENSLOCG00000012919	17114302	LG7	3150
EA36512	83696795	chr1	245	ENSLOCG00000008823	1835625	LG7	2941
EA36921	84009918	chr1	248	ENSLOCG00000012184	13202055	LG7	3107
EA35700	94039721	chr1	282	ENSLOCG00000010734	8832363	LG7	3032
EA36351	94255187	chr1	283	ENSLOCG00000010563	8376985	LG7	3026
EA37235	94896359	chr1	286	ENSLOCG00000012337	14154377	LG7	3116
EA39420	102566550	chr1	308	ENSLOCG00000015238	47279637	LG7	3309
EA38944	104826459	chr1	314	ENSLOCG00000014198	35616776	LG7	3234
EA36350	104982115	chr1	315	ENSLOCG00000009826	6285680	LG7	2994
EA38517	105129820	chr1	316	ENSLOCG00000010728	8829753	LG7	3031
EA39302	105444324	chr1	319	ENSLOCG00000014027	31833940	LG7	3212
EA36762	106523162	chr1	321	ENSLOCG00000012343	14184405	LG7	3117
EA36617	107373907	chr1	323	ENSLOCG00000010599	8459466	LG7	3027
EA36462	107996759	chr1	326	ENSLOCG00000013365	19330417	LG7	3176
EA38683	108329540	chr1	331	ENSLOCG00000013510	19768566	LG7	3180
EA39338	108351943	chr1	332	ENSLOCG00000012401	14565370	LG7	3119
EA37348	109039823	chr1	333	ENSLOCG00000014136	34779397	LG7	3224
EA39352	109221975	chr1	334	ENSLOCG00000012423	14629916	LG7	3122
EA37859	109358769	chr1	335	ENSLOCG00000014133	33832398	LG7	3222
EA38368	109851234	chr1	337	ENSLOCG00000012304	14113998	LG7	3113
EA23161	166009383	chr1	512	ENSLOCG00000011282	10117252	LG7	3053
EA24143	166181869	chr1	514	ENSLOCG00000011306	10135980	LG7	3055
EA24214	171744322	chr1	534	ENSLOCG00000011444	10970996	LG7	3064
EA22300	171749394	chr1	535	ENSLOCG00000011434	10959237	LG7	3063
EA24425	171823060	chr1	536	ENSLOCG00000017706	10938340	LG7	3061
EA23770	171863931	chr1	539	ENSLOCG00000011393	10923767	LG7	3060
EA22322	171974837	chr1	540	ENSLOCG00000011318	10139155	LG7	3056
EA39659	9111475	chr1	29	ENSLOCG00000016598	39268898	LG8	3641
EA38430	21198429	chr1	71	ENSLOCG00000015086	817747	LG8	3343
EA35736	35303727	chr1	111	ENSLOCG00000017035	48543996	LG8	3710
EA38455	46689377	chr1	151	ENSLOCG00000016775	43784584	LG8	3673
EA36031	112087995	chr1	341	ENSLOCG00000015354	5577000	LG8	3392
EA36210	112955313	chr1	344	ENSLOCG00000015765	15389052	LG8	3472
EA39247	113350715	chr1	346	ENSLOCG00000017079	49218808	LG8	3715
EA35758	113821573	chr1	347	ENSLOCG00000016695	42057064	LG8	3658
EA37804	116818767	chr1	351	ENSLOCG00000015499	8763916	LG8	3414
EA39443	117357225	chr1	353	ENSLOCG00000015612	11312378	LG8	3438
EA38262	120156021	chr1	361	ENSLOCG00000016411	34952389	LG8	3609
EA38870	120922536	chr1	365	ENSLOCG00000017068	49063229	LG8	3714
EA37865	121594133	chr1	366	ENSLOCG00000015327	4744465	LG8	3385
EA38113	121883818	chr1	369	ENSLOCG00000015897	18467395	LG8	3501
EA38572	122027496	chr1	370	ENSLOCG00000015714	14576898	LG8	3460
EA36190	122553799	chr1	373	ENSLOCG00000017900	8786912	LG8	3416
EA23917	131212338	chr1	398	ENSLOCG00000016279	29319749	LG8	3588
EA22688	131395366	chr1	399	ENSLOCG00000016277	29239793	LG8	3586
EA21850	131416374	chr1	400	ENSLOCG00000016275	29173234	LG8	3585
EA22518	131949507	chr1	401	ENSLOCG00000015390	6306209	LG8	3396
EA22298	133612143	chr1	405	ENSLOCG00000016820	44146155	LG8	3680
EA21977	133974687	chr1	406	ENSLOCG00000016809	44068635	LG8	3678
EA24386	134233865	chr1	407	ENSLOCG00000016819	44096796	LG8	3679
EA24104	134803098	chr1	409	ENSLOCG00000015647	12732823	LG8	3446
EA21873	135664320	chr1	413	ENSLOCG00000016187	26888530	LG8	3567
EA21809	135853482	chr1	414	ENSLOCG00000015002	34538	LG8	3333
EA21846	136129530	chr1	415	ENSLOCG00000016391	33962018	LG8	3608
EA22168	136655251	chr1	416	ENSLOCG00000016380	33570589	LG8	3605
EA22623	137742005	chr1	417	ENSLOCG00000016377	33405463	LG8	3604
EA21723	138263536	chr1	418	ENSLOCG00000016171	26361041	LG8	3562
EA24394	139409571	chr1	423	ENSLOCG00000016486	36365165	LG8	3619
EA23827	139480610	chr1	424	ENSLOCG00000015863	17874238	LG8	3496
EA21728	139857452	chr1	425	ENSLOCG00000015698	14537986	LG8	3456
EA23101	140504710	chr1	427	ENSLOCG00000016078	23728184	LG8	3540
EA24012	140504960	chr1	428	ENSLOCG00000016079	23728787	LG8	3541
EA22978	140698436	chr1	429	ENSLOCG00000016061	23588592	LG8	3537
EA24184	141255666	chr1	431	ENSLOCG00000016047	22294544	LG8	3532
EA22453	141313930	chr1	432	ENSLOCG00000016073	23722274	LG8	3539
EA24022	141592540	chr1	433	ENSLOCG00000016087	24019790	LG8	3542
EA23054	143211083	chr1	434	ENSLOCG00000016048	22836918	LG8	3533
EA23374	153797526	chr1	466	ENSLOCG00000015099	1050479	LG8	3345
EA21803	153918782	chr1	467	ENSLOCG00000016772	43750074	LG8	3672
EA22762	154265996	chr1	469	ENSLOCG00000016141	25503477	LG8	3555
EA23893	154778438	chr1	470	ENSLOCG00000016136	25310940	LG8	3554
EA23139	155944711	chr1	474	ENSLOCG00000016308	30777400	LG8	3594
EA22012	166342660	chr1	515	ENSLOCG00000015792	16205018	LG8	3478
EA23582	166502704	chr1	517	ENSLOCG00000015789	16016120	LG8	3476
EA23128	168771179	chr1	523	ENSLOCG00000015603	11247982	LG8	3435
EA24422	173072501	chr1	543	ENSLOCG00000015835	16771645	LG8	3487
EA23136	178275673	chr1	555	ENSLOCG00000017123	49914111	LG8	3719
EA23118	182559321	chr1	561	ENSLOCG00000016016	21698732	LG8	3526
EA23112	182630741	chr1	562	ENSLOCG00000016019	21740226	LG8	3527
EA22534	183540428	chr1	564	ENSLOCG00000016983	47491896	LG8	3702
EA23547	183721998	chr1	565	ENSLOCG00000016990	47712124	LG8	3704
EA22327	192392785	chr1	567	ENSLOCG00000016614	39603515	LG8	3644
EA22103	200659112	chr1	580	ENSLOCG00000016118	24843800	LG8	3547
EA22087	204593532	chr1	584	ENSLOCG00000015297	4518262	LG8	3383
EA21908	205673628	chr1	589	ENSLOCG00000015679	13281506	LG8	3452
EA23651	205889280	chr1	591	ENSLOCG00000015744	15036100	LG8	3468
EA36028	2945199	chr1	6	ENSLOCG00000012342	34441537	LG10	4035
EA37363	4121530	chr1	11	ENSLOCG00000008788	19156579	LG10	3897
EA38191	7037626	chr1	24	ENSLOCG00000013026	37631807	LG10	4080
EA36086	8759442	chr1	27	ENSLOCG00000011516	31055364	LG10	4009
EA37228	8914057	chr1	28	ENSLOCG00000011566	31124332	LG10	4010
EA39448	9597189	chr1	35	ENSLOCG00000013468	40206224	LG10	4116
EA36014	25813924	chr1	84	ENSLOCG00000008424	15812025	LG10	3889
EA36985	28208096	chr1	92	ENSLOCG00000010755	27555667	LG10	3968
EA39689	48863937	chr1	162	ENSLOCG00000006146	9031911	LG10	3841
EA35701	50672884	chr1	169	ENSLOCG00000007514	12298290	LG10	3868
EA38257	56338173	chr1	182	ENSLOCG00000002509	2386721	LG10	3754
EA38988	58328200	chr1	188	ENSLOCG00000003080	3679026	LG10	3767
EA38434	59457324	chr1	194	ENSLOCG00000003871	4610340	LG10	3784
EA36024	59662822	chr1	195	ENSLOCG00000006610	9736031	LG10	3850
EA37478	60397186	chr1	197	ENSLOCG00000006392	9367214	LG10	3847
EA36901	105366535	chr1	318	ENSLOCG00000010104	25419384	LG10	3938
EA38234	121797751	chr1	368	ENSLOCG00000006248	9253917	LG10	3843
EA22819	124061929	chr1	377	ENSLOCG00000005739	8369288	LG10	3830
EA23312	124410254	chr1	378	ENSLOCG00000005955	8897742	LG10	3832
EA22076	128660416	chr1	395	ENSLOCG00000006104	9018404	LG10	3838
EA22745	150148406	chr1	455	ENSLOCG00000010183	25781279	LG10	3942
EA22234	151228004	chr1	457	ENSLOCG00000009919	24509000	LG10	3930
EA24385	158572567	chr1	482	ENSLOCG00000006123	9023246	LG10	3839
EA36523	9251352	chr1	31	ENSLOCG00000010100	34162520	LG11	4438
EA35944	20342669	chr1	68	ENSLOCG00000011624	40512087	LG11	4515
EA38466	21494086	chr1	73	ENSLOCG00000004316	10594295	LG11	4237
