s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi
EA38194	33369013	chr1	108	WDR13	7844675	chrm12	2327
EA22331	168416346	chr1	552	LOC116941560	3607201	chrm12	2312
EA39480	60590488	chr1	213	FUT11	11768513	chrm13	2523
EA23080	160082616	chr1	528	LOC116942285	1303027	chrm14	2579
EA24017	179238389	chr1	591	LOC116942363	8301339	chrm14	2617
EA39477	87853037	chr1	279	MCM3AP	2290162	chrm15	2728
EA38064	35376723	chr1	113	LOC116942810	1158253	chrm16	2811
EA22435	152887606	chr1	501	NDUFA11	7608147	chrm16	2861
EA35810	10740500	chr1	42	LOC116943182	2590595	chrm17	2980
EA37035	10877648	chr1	43	SRP14	2641329	chrm17	2981
EA36946	13021929	chr1	47	LOC116943189	3284731	chrm17	2985
EA39310	15125570	chr1	54	LOC116943209	4363849	chrm17	2993
EA37095	67207422	chr1	227	LOC116943338	11765025	chrm17	3060
EA39635	70293281	chr1	235	LOC116943342	12008338	chrm17	3063
EA36483	70692309	chr1	236	LOC116943341	11951115	chrm17	3062
EA37625	80618172	chr1	258	LOC116943138	566337	chrm17	2960
EA37945	19523421	chr1	70	NOM1	10415713	chrm19	3288
EA37274	19608526	chr1	71	STK16	10395660	chrm19	3287
EA38494	20218976	chr1	72	DNPEP	10052956	chrm19	3286
EA37223	20852944	chr1	73	LOC116943754	9770660	chrm19	3285
EA36790	21195607	chr1	74	LOC116943751	9692044	chrm19	3284
EA38430	21198429	chr1	75	ENKUR	5600243	chrm19	3263
EA38690	24800689	chr1	79	HUS1	3976591	chrm19	3253
EA39065	29485553	chr1	94	LOC116943733	7379413	chrm19	3268
EA38524	30788135	chr1	99	LOC116943828	1867679	chrm19	3233
EA36127	31273874	chr1	101	LOC116943884	7127219	chrm19	3267
EA38432	38309495	chr1	126	LOC116943843	3533363	chrm19	3250
EA36396	38937360	chr1	129	LOC116943819	1506403	chrm19	3231
EA36819	39236481	chr1	130	LOC116943728	2722917	chrm19	3242
EA39380	39419219	chr1	131	KYNU	2700871	chrm19	3241
EA38170	39573341	chr1	132	PSME3	1941914	chrm19	3235
EA35727	40042724	chr1	134	LOC116943965	13360927	chrm19	3327
EA37098	40106230	chr1	135	CCDC12	13360663	chrm19	3326
EA38292	40369601	chr1	136	SMARCAL1	13306796	chrm19	3324
EA37824	40494318	chr1	137	ANKZF1	13204292	chrm19	3320
EA35901	40532503	chr1	138	PSMC5	2965257	chrm19	3246
EA39052	40599017	chr1	139	WNT3	11044347	chrm19	3293
EA37191	41124066	chr1	140	NSF	10966975	chrm19	3292
EA38489	41276297	chr1	141	DLEC1	13345726	chrm19	3325
EA36060	41739631	chr1	143	LOC116943713	2645907	chrm19	3240
EA38254	41900353	chr1	144	ANKRD33B	2351560	chrm19	3239
EA39083	42626892	chr1	145	LOC116943918	11535293	chrm19	3299
EA36619	42677166	chr1	146	LOC116943793	11524654	chrm19	3298
EA35935	43450114	chr1	147	LOC116943756	11420225	chrm19	3297
EA38418	43588387	chr1	148	LOC116943757	11385055	chrm19	3296
EA35855	44184146	chr1	149	LOC116943791	11333319	chrm19	3295
EA39526	44386211	chr1	150	LOC116943770	11163682	chrm19	3294
EA38711	44941743	chr1	153	LOC116943710	2846807	chrm19	3245
EA36471	45011316	chr1	154	NUB1	2833485	chrm19	3244
EA36157	45269786	chr1	155	SLC35F5	2784325	chrm19	3243
EA38646	45380559	chr1	156	LOC116943958	13236352	chrm19	3321
EA36626	47093712	chr1	169	PEX1	7661833	chrm19	3270
EA36230	52269103	chr1	188	ARMC4	7785838	chrm19	3271
EA38057	62552109	chr1	216	LOC116943854	4525161	chrm19	3255
EA36117	63194030	chr1	218	GDF11	12200697	chrm19	3311
EA36701	63645387	chr1	219	ABITRAM	12250145	chrm19	3312
EA39070	63682016	chr1	220	SARNP	12260844	chrm19	3313
EA36173	63835257	chr1	221	DNAJC14	12180872	chrm19	3310
EA37683	64247188	chr1	222	TIMELESS	12368826	chrm19	3315
EA36899	64486932	chr1	224	LOC116943945	12393170	chrm19	3316
EA36892	64960251	chr1	225	ASNSD1	11778794	chrm19	3303
EA37505	65159288	chr1	226	LOC116943926	11801241	chrm19	3304
EA38067	86434766	chr1	274	NHEJ1	10767784	chrm19	3289
EA39726	86455548	chr1	275	JMJD4	228780	chrm19	3224
EA38596	86657308	chr1	277	LOC116943806	519674	chrm19	3227
EA37957	87526756	chr1	278	LOC116943711	1980348	chrm19	3236
EA37660	88043285	chr1	280	LOC116943830	1913028	chrm19	3234
EA37166	88633348	chr1	282	LOC116943999	13993903	chrm19	3337
EA38791	88975837	chr1	283	BET1	8491628	chrm19	3278
EA37896	89047119	chr1	285	LOC116943891	8443588	chrm19	3277
EA37509	89458994	chr1	287	LOC116943885	7986093	chrm19	3275
EA36053	89570005	chr1	288	WDR75	7946743	chrm19	3274
EA36651	89577586	chr1	289	LOC116943805	708423	chrm19	3228
EA39777	95176004	chr1	316	RBM48	4591149	chrm19	3256
EA38288	95736382	chr1	318	CDK5RAP3	11810600	chrm19	3305
EA37027	95934599	chr1	319	LOC116943795	11844479	chrm19	3306
EA37009	97391379	chr1	328	CBX1	11855146	chrm19	3307
EA35799	97408024	chr1	329	AGPS	12154746	chrm19	3309
EA37203	98035815	chr1	330	LOC116943868	5380348	chrm19	3261
EA35921	99077723	chr1	331	TTN	9317100	chrm19	3283
EA36873	100904102	chr1	332	CWC22	9023359	chrm19	3282
EA37593	101331542	chr1	336	TGFBR2	3900047	chrm19	3251
EA37911	101841658	chr1	340	IQCB1	3944479	chrm19	3252
EA36490	102412638	chr1	341	MLH1	5300306	chrm19	3260
EA35818	103400381	chr1	345	IDH1	13706778	chrm19	3330
EA35862	103505278	chr1	346	KAT2B	13684860	chrm19	3329
EA23314	145702286	chr1	477	LOC116943923	11769105	chrm19	3302
EA23492	145757915	chr1	478	HSPE1	13914926	chrm19	3334
EA24136	145758306	chr1	479	HSPD1	13917710	chrm19	3335
EA24082	145887899	chr1	480	CS	13887760	chrm19	3333
EA23879	146017299	chr1	481	RFTN2	13847400	chrm19	3332
EA23182	147243705	chr1	483	MCRS1	13779142	chrm19	3331
EA22954	147456493	chr1	484	PMEL	12428383	chrm19	3317
EA23722	148538459	chr1	485	LOC116943951	12814212	chrm19	3318
EA23209	148663990	chr1	486	GPATCH8	12996075	chrm19	3319
EA24405	149200090	chr1	488	AAAS	14078323	chrm19	3339
EA22082	149422760	chr1	489	NGLY1	14093748	chrm19	3340
EA35870	93834537	chr1	306	LOC116944151	7269973	chrm20	3379
EA35736	35303727	chr1	112	CWF19L1	1519802	chrm21	3460
EA36171	92033148	chr1	300	ACADVL	2294880	chrm21	3472
EA24385	158572567	chr1	522	CZIB	3505452	chrm21	3490
EA22635	163687175	chr1	536	LOC116944682	13251035	chrm21	3557
EA24205	173807488	chr1	581	SEPSECS	12771723	chrm21	3550
EA35701	50672884	chr1	182	ZBTB41	350381	chrm22	3579
EA39166	118896205	chr1	393	LOC116945025	11636406	chrm22	3696
EA21849	127508627	chr1	421	DUSP23	3128009	chrm23	3873
EA23394	201064609	chr1	624	XRN1	4298222	chrm25	3972
EA22945	201782869	chr1	625	LOC116945942	9323107	chrm25	4023
EA38585	119037235	chr1	394	LOC116946858	1361732	chrm28	4202
EA23802	173925477	chr1	582	HPGD	366706	chrm29	4308
EA36646	110714861	chr1	373	LOC116947536	7990177	chrm30	4532
EA36752	111347442	chr1	374	LOC116947535	7741256	chrm30	4531
EA36031	112087995	chr1	375	NEDD1	7675810	chrm30	4530
EA35815	112645800	chr1	376	LOC116947531	7499053	chrm30	4529
EA36720	112788695	chr1	377	LOC116947530	7467606	chrm30	4528
EA36210	112955313	chr1	379	CEP83	2767931	chrm30	4494
EA36003	113235507	chr1	380	NAA10	2814411	chrm30	4495
EA39247	113350715	chr1	381	CCDC77	4656844	chrm30	4513
EA35758	113821573	chr1	382	YARS2	8169479	chrm30	4537
EA37290	113920777	chr1	383	DNM1L	8137037	chrm30	4536
EA38997	116706907	chr1	384	SARS1	9870212	chrm30	4573
EA38290	116762632	chr1	385	OTUD5	9939909	chrm30	4576
EA37804	116818767	chr1	386	SELENOO	9909000	chrm30	4575
EA35958	116944758	chr1	387	STRIP1	9885970	chrm30	4574
EA39443	117357225	chr1	388	LOC116947482	3861279	chrm30	4506
EA37787	117357915	chr1	389	FAM50A	2256337	chrm30	4492
EA36135	118008469	chr1	390	LOC116947451	2540743	chrm30	4493
EA36911	119140623	chr1	395	CADPS	1602155	chrm30	4482
EA38262	120156021	chr1	396	LOC116947426	898836	chrm30	4478
EA36328	120349548	chr1	397	LOC116947424	870773	chrm30	4477
EA39658	120357889	chr1	398	PSMA5	1068998	chrm30	4480
EA37193	120426331	chr1	399	LOC116947427	1051164	chrm30	4479
EA37424	120550230	chr1	400	IP6K1	644811	chrm30	4476
EA38080	120782938	chr1	401	LOC116947416	455732	chrm30	4473
EA38870	120922536	chr1	402	TBC1D30	366896	chrm30	4472
EA37865	121594133	chr1	403	LOC116947489	4154239	chrm30	4510
EA39335	121635099	chr1	404	LOC116947490	4127991	chrm30	4509
EA38113	121883818	chr1	406	DLD	3954839	chrm30	4507
EA38572	122027496	chr1	407	CDC123	9073331	chrm30	4557
EA39101	122181158	chr1	408	QRICH1	9834159	chrm30	4572
EA38190	122446121	chr1	409	CXXC1	9763222	chrm30	4570
EA36190	122553799	chr1	410	LOC116947590	9794236	chrm30	4571
EA24104	134803098	chr1	445	ASB13	8386316	chrm30	4539
EA23457	134983410	chr1	446	TAF3	8453502	chrm30	4541
EA23958	134986093	chr1	447	TIMMDC1	8451995	chrm30	4540
EA22749	135540162	chr1	448	LOC116947551	8555276	chrm30	4542
EA21873	135664320	chr1	449	CPM	2094616	chrm30	4488
EA21809	135853482	chr1	450	LOC116947619	12546077	chrm30	4586
EA21846	136129530	chr1	451	LOC116947621	12566773	chrm30	4587
EA22168	136655251	chr1	452	LOC116947622	12724019	chrm30	4588
EA22623	137742005	chr1	453	LOC116947624	12942891	chrm30	4589
EA21723	138263536	chr1	454	LOC116947459	2854603	chrm30	4496
EA23333	139181331	chr1	456	LOC116947493	4419088	chrm30	4512
EA23390	139214320	chr1	457	SUMF1	4331971	chrm30	4511
EA22504	139263841	chr1	458	ZMYND10	251140	chrm30	4471
EA24394	139409571	chr1	459	TBK1	213578	chrm30	4470
EA23827	139480610	chr1	460	WASL	143218	chrm30	4469
EA23979	139744164	chr1	461	LOC116947571	9086453	chrm30	4558
EA21728	139857452	chr1	462	UPF2	9130908	chrm30	4559
EA23552	139977131	chr1	463	LOC116947575	9219205	chrm30	4560
EA23993	140317748	chr1	464	LOC116947576	9336570	chrm30	4561
EA23101	140504710	chr1	465	TPRKB	9553708	chrm30	4566
EA24012	140504960	chr1	466	LOC116947582	9553473	chrm30	4565
EA22978	140698436	chr1	467	CELSR2	9432876	chrm30	4564
EA22855	141184899	chr1	468	NCKIPSD	9375170	chrm30	4563
EA24184	141255666	chr1	469	LOC116947577	9354940	chrm30	4562
EA22453	141313930	chr1	470	GTSE1	9563202	chrm30	4567
EA24022	141592540	chr1	471	LOC116947585	9637660	chrm30	4568
EA23054	143211083	chr1	472	TAFA5	9759352	chrm30	4569
EA22012	166342660	chr1	547	ING3	2064172	chrm30	4486
EA23582	166502704	chr1	549	KCND1	10726917	chrm30	4578
EA22099	167645725	chr1	550	IRAK4	2077363	chrm30	4487
EA23022	167786116	chr1	551	LOC116947437	2029992	chrm30	4485
EA24206	168455668	chr1	553	RAB29	7376552	chrm30	4527
EA22386	168596937	chr1	554	HCFC1	7316165	chrm30	4526
EA22948	168597328	chr1	555	LOC116947525	7310549	chrm30	4525
EA23994	172659316	chr1	574	UBA1	1926379	chrm30	4484
EA22800	172767318	chr1	575	LOC116947433	1831001	chrm30	4483
EA24422	173072501	chr1	576	LOC116947429	1092862	chrm30	4481
EA21660	173194192	chr1	577	LOC116947401	3780789	chrm30	4504
EA22390	173348276	chr1	578	TBC1D25	3714149	chrm30	4503
EA23652	173365123	chr1	579	LOC116947446	2248749	chrm30	4491
EA21637	173426832	chr1	580	TMEM128	3291411	chrm30	4502
EA22414	174280241	chr1	583	ECHS1	3276184	chrm30	4501
EA24095	174291410	chr1	584	LOC116947467	3269246	chrm30	4500
EA21719	174347135	chr1	585	LOC116947466	3223850	chrm30	4499
EA23524	174385313	chr1	586	SFXN2	3150981	chrm30	4498
EA22176	174604232	chr1	587	HASPIN	3086697	chrm30	4497
EA23905	175044420	chr1	588	LOC116947418	640250	chrm30	4475
EA22643	176735768	chr1	589	THG1L	13254128	chrm30	4592
EA23426	178293196	chr1	590	LOC116947417	546722	chrm30	4474
EA23413	179238725	chr1	592	PQBP1	10375891	chrm30	4577
EA22292	181667622	chr1	593	C30H1orf194	2175302	chrm30	4490
EA23210	182142684	chr1	594	PARP3	2134752	chrm30	4489
EA23118	182559321	chr1	595	LOC116947618	12505262	chrm30	4585
EA23112	182630741	chr1	596	LOC116947404	12175664	chrm30	4583
EA22894	182861838	chr1	597	LOC103091698	11763514	chrm30	4582
EA22534	183540428	chr1	598	LOC116947615	11759609	chrm30	4581
EA23547	183721998	chr1	599	LOC116947613	11524665	chrm30	4580
EA24268	183856578	chr1	600	LOC116947609	11418399	chrm30	4579
EA22327	192392785	chr1	602	BICD1	8277016	chrm30	4538
EA23747	192871471	chr1	603	LOC116947498	4892180	chrm30	4515
EA24337	193317484	chr1	604	LOC116947501	5114530	chrm30	4516
EA22101	193389164	chr1	605	KLHL12	5211682	chrm30	4518
EA23014	198390232	chr1	612	RBBP5	8131846	chrm30	4535
EA24028	198420892	chr1	613	LOC116947540	8102071	chrm30	4534
EA22438	198426577	chr1	614	PPP4R2	8096270	chrm30	4533
EA22044	198671639	chr1	615	LOC116947515	6389468	chrm30	4524
EA23990	198917779	chr1	616	LOC116947514	6243334	chrm30	4523
EA21647	199640346	chr1	618	LOC116947511	5738219	chrm30	4522
EA23955	199777702	chr1	619	LOC116947402	5560688	chrm30	4521
EA21740	200041176	chr1	621	HDHD5	5273524	chrm30	4520
EA22702	200610012	chr1	622	LOC116947506	5226846	chrm30	4519
EA22103	200659112	chr1	623	LOC116947503	5179501	chrm30	4517
EA23834	204360271	chr1	626	LOC103091720	8822706	chrm30	4547
EA22425	204360610	chr1	627	NUP210	8831894	chrm30	4548
EA22087	204593532	chr1	628	INTS13	8893642	chrm30	4549
EA22624	204651046	chr1	629	LOC116947562	8909207	chrm30	4550
EA23445	204697685	chr1	630	LOC116947554	8570753	chrm30	4544
EA21817	204882594	chr1	631	LOC116947553	8641019	chrm30	4545
EA21752	204905668	chr1	632	YOD1	8643042	chrm30	4546
EA21908	205673628	chr1	634	KIN	8556092	chrm30	4543
EA22755	205750640	chr1	635	LOC116947569	9014202	chrm30	4556
EA22520	205889252	chr1	636	MED20	8953279	chrm30	4554
EA23651	205889280	chr1	637	SNRPF	8953297	chrm30	4555
EA22485	205990362	chr1	638	CHCHD4	8944525	chrm30	4553
EA23882	170452285	chr1	557	WDR36	9707982	chrm26	4682
EA36452	15365311	chr1	55	LOC116947843	8059206	chrm31	4813
EA37716	9761309	chr1	33	LOC116948295	2033089	chrm33	4972
EA37291	9921016	chr1	34	VPS54	4876577	chrm33	4996
EA39666	9980006	chr1	35	DMAC2L	5034549	chrm33	4998
EA36657	9993733	chr1	36	L2HGDH	5034395	chrm33	4997
EA36677	10192961	chr1	37	LOC116948424	7312433	chrm33	5036
EA39355	10302984	chr1	38	LOC116948362	5766753	chrm33	5004
EA37109	10369063	chr1	39	TRMT112	5885220	chrm33	5008
EA39424	10375475	chr1	40	LOC116948434	7505319	chrm33	5041
EA37242	10493695	chr1	41	LOC116948350	5284038	chrm33	5000
EA36571	11016043	chr1	44	VTI1B	8395621	chrm33	5045
EA37120	11194138	chr1	45	LOC116948447	8342872	chrm33	5044
EA35745	11450994	chr1	46	TMEM160	5099074	chrm33	4999
EA37250	13140216	chr1	48	LOC116948445	8248385	chrm33	5043
EA39752	13377356	chr1	49	LOC116948429	7473881	chrm33	5040
EA37855	13377962	chr1	50	ZNF106	7473367	chrm33	5039
EA37044	13684003	chr1	51	CEBPZOS	7240360	chrm33	5035
EA36220	15558690	chr1	56	MTIF2	3036920	chrm33	4982
EA39214	15826584	chr1	57	LOC116948426	7406019	chrm33	5038
EA37888	16062923	chr1	58	SYVN1	3140276	chrm33	4984
EA38456	16186689	chr1	59	NOP53	10617127	chrm33	5075
EA38270	16325845	chr1	60	LOC116948495	10700069	chrm33	5076
EA37483	16549542	chr1	61	SPTBN5	7168792	chrm33	5034
EA38862	17025024	chr1	62	LOC116948339	4633174	chrm33	4995
EA37816	17516607	chr1	63	LOC116948337	4377456	chrm33	4994
EA38546	18260845	chr1	64	LOC116948335	4176571	chrm33	4992
EA36216	18412004	chr1	65	LOC116948334	4065456	chrm33	4991
EA39242	18420406	chr1	66	LOC116948333	4034045	chrm33	4990
EA37265	18688854	chr1	67	LOC116948332	3953007	chrm33	4989
EA36437	19125912	chr1	68	NUF2	3771900	chrm33	4988
EA39031	19369856	chr1	69	C33H19orf54	3676208	chrm33	4987
EA38774	21273570	chr1	76	HEATR5B	11872488	chrm33	5081
EA36699	67425505	chr1	228	LOC116948440	7893334	chrm33	5042
EA36091	67770330	chr1	229	LOC116948274	747230	chrm33	4966
EA38364	67976891	chr1	230	MRPL14	670348	chrm33	4965
EA39508	68015609	chr1	231	LOC116948271	670212	chrm33	4964
EA37319	69081925	chr1	232	PPP2R3C	475633	chrm33	4963
EA38092	69305170	chr1	233	LMF1	2110759	chrm33	4975
EA38331	69540346	chr1	234	FRMD6	2473355	chrm33	4981
EA37813	73518277	chr1	237	LOC116948499	11465025	chrm33	5077
EA36364	73762573	chr1	238	PSMD8	11664209	chrm33	5078
EA39673	73765094	chr1	239	LOC116948505	11664387	chrm33	5079
EA35987	73853643	chr1	240	LOC116948526	12896688	chrm33	5088
EA37103	74202233	chr1	241	GGPS1	2258475	chrm33	4978
EA38276	74332589	chr1	242	TBCE	2247095	chrm33	4977
EA39461	74509384	chr1	243	B3GALNT2	2211969	chrm33	4976
EA38327	74572127	chr1	244	LOC116948266	418957	chrm33	4962
EA37305	74684478	chr1	246	PEX13	7154356	chrm33	5032
EA38313	74837395	chr1	247	VIPAS39	8395642	chrm33	5046
EA38951	75190306	chr1	248	L3HYPDH	8449681	chrm33	5048
EA35689	77450878	chr1	249	NEK9	9188175	chrm33	5049
EA37471	77628627	chr1	250	TMED10	9207339	chrm33	5050
EA38843	77803305	chr1	251	LOC116948458	9253856	chrm33	5051
EA39518	78021842	chr1	252	LOC116948254	6893668	chrm33	5022
EA38136	78311828	chr1	253	DICER1	6976406	chrm33	5023
EA36949	78772698	chr1	254	LOC116948396	6804756	chrm33	5021
EA38905	78947526	chr1	255	LOC116948403	7028783	chrm33	5024
EA38348	79565133	chr1	257	LOC116948393	6733737	chrm33	5020
EA36300	81315539	chr1	259	BRF1	5572478	chrm33	5002
EA38918	81411094	chr1	260	LOC116948358	5606253	chrm33	5003
EA39780	81611549	chr1	261	LOC116948365	5836659	chrm33	5007
EA39197	81618728	chr1	262	ARL2	5834290	chrm33	5006
EA38486	81653176	chr1	263	LRRC74A	5815654	chrm33	5005
EA37549	82146649	chr1	264	TMEM121	1176626	chrm33	4967
EA37097	82379146	chr1	265	LOC116948287	1427846	chrm33	4968
EA37373	82712865	chr1	266	SIVA1	1666864	chrm33	4969
EA37404	82900932	chr1	267	LOC116948291	1734750	chrm33	4970
EA36512	83696795	chr1	268	ADCK1	2026848	chrm33	4971
EA36400	83768666	chr1	269	HNRNPUL1	10264156	chrm33	5069
EA38638	83951158	chr1	270	GALNT2	10368232	chrm33	5070
EA36921	84009918	chr1	271	AQR	10449333	chrm33	5072
EA36420	84477544	chr1	272	XPO5	3174144	chrm33	4985
EA37070	85369718	chr1	273	LOC116948326	3369820	chrm33	4986
EA35700	94039721	chr1	309	AREL1	9697708	chrm33	5062
EA36351	94255187	chr1	310	TTLL5	9897335	chrm33	5064
EA39392	94606165	chr1	311	LOC116948474	9756115	chrm33	5063
EA35912	94795010	chr1	312	WDR43	5379556	chrm33	5001
EA36346	94812374	chr1	313	LOC116948484	10155735	chrm33	5067
EA37971	94891713	chr1	314	CCDC97	10222769	chrm33	5068
EA37235	94896359	chr1	315	ZFYVE1	382434	chrm33	4961
EA38944	104826459	chr1	347	SLC39A9	9496042	chrm33	5059
EA36350	104982115	chr1	348	LOC116948469	9520677	chrm33	5060
EA38517	105129820	chr1	349	FCF1	9697181	chrm33	5061
EA37409	105314498	chr1	350	LOC116948491	10573484	chrm33	5073
EA36901	105366535	chr1	351	LOC103091737	3110594	chrm33	4983
EA39302	105444324	chr1	352	LOC116948258	9347171	chrm33	5052
EA36933	105873534	chr1	353	LOC116948260	162691	chrm33	4958
EA36554	106072708	chr1	354	LOC116948262	194547	chrm33	4959
EA36762	106523162	chr1	355	DCAF4	331809	chrm33	4960
EA37080	107092433	chr1	356	GPATCH2L	9958115	chrm33	5066
EA36617	107373907	chr1	357	IFT43	9904349	chrm33	5065
EA36462	107996759	chr1	359	ERH	9495874	chrm33	5058
EA39430	108113973	chr1	360	LOC116948466	9421473	chrm33	5057
EA37970	108149030	chr1	361	CRIPT	9416868	chrm33	5056
EA39344	108192964	chr1	362	TMEM179B	9387105	chrm33	5055
EA38911	108193390	chr1	363	B3GAT3	9386908	chrm33	5054
EA37480	108279428	chr1	364	MRPS10	9350095	chrm33	5053
EA37348	109039823	chr1	367	GPHN	12007469	chrm33	5082
EA39352	109221975	chr1	368	LOC116948515	12026473	chrm33	5083
EA37859	109358769	chr1	369	FUT8	12061293	chrm33	5084
EA36979	109612567	chr1	370	LOC116948523	12644038	chrm33	5086
EA38368	109851234	chr1	371	INO80	12822893	chrm33	5087
