fid	gid	dups	age
OG_11145	EA10848	2	Myxines
OG_11145	EA09867	2	Myxines
OG_11148	EA34601	1	Parata
OG_11149	EA53177	1	Parata
OG_11150	EA55039	1	Parata
OG_11152	EA48273	1	Parata
OG_11153	EA06297	1	Parata
OG_11154	EA57228	1	Parata
OG_11155	EA33883	1	Parata
OG_11156	EA82580	1	Parata
OG_11159	EA33478	1	Parata
OG_11162	EA14112	1	Parata
OG_11163	EA02212	1	Parata
OG_11164	EA17095	1	Parata
OG_11165	EA63929	1	Parata
OG_11166	EA31365	1	Parata
OG_11167	EA06869	2	Myxines
OG_11167	EA07528	2	Myxines
OG_11168	EA25195	2	Parata
OG_11168	EA24562	2	Parata
OG_11170	EA57610	1	Parata
OG_11174	EA45323	2	Cyclostomata
OG_11174	EA83653	2	Cyclostomata
OG_11175	EA53348	2	Vertebrata
OG_11175	EA65302	2	Vertebrata
OG_11176	EA43511	1	Parata
OG_11177	EA82680	1	Parata
OG_11178	EA06677	1	Parata
OG_1117	EA57888	2	Parata
OG_1117	EA57098	2	Parata
OG_11182	EA37305	1	Parata
OG_11183	EA19710	1	Parata
OG_11184	EA20197	2	Parata
OG_11184	EA19602	2	Parata
OG_11186	EA41679	1	Parata
OG_11187	EA28162	2	Myxines
OG_11187	EA27787	2	Myxines
OG_11188	EA35777	2	Parata
OG_11188	EA38368	2	Parata
OG_11189	EA76441	1	Parata
OG_1118	EA24143	1	Parata
OG_11191	EA35277	1	Parata
OG_11192	EA09875	3	Myxines
OG_11192	EA12115	3	Myxines
OG_11192	EA10827	3	Myxines
OG_11193	EA02046	1	Parata
OG_11195	EA22087	1	Parata
OG_11196	EA69102	1	Parata
OG_11197	EA57561	1	Parata
OG_11198	EA59445	1	Parata
OG_1119	EA17059	3	Parata
OG_1119	EA17170	3	Parata
OG_1119	EA24725	3	Parata
OG_11201	EA51221	1	Parata
OG_11202	EA66019	1	Parata
OG_11203	EA80024	1	Parata
OG_11204	EA32008	1	Parata
OG_11205	EA73669	1	Parata
OG_11206	EA10509	1	Parata
OG_11208	EA74032	1	Parata
OG_11209	EA69813	1	Parata
OG_1120	EA83666	1	Parata
OG_11210	EA45972	1	Parata
OG_11211	EA73807	1	Parata
OG_11212	EA11522	1	Parata
OG_11214.1	EA04819	1	Parata
OG_11214.2	EA29295	1	Parata
OG_11216	EA18051	1	Parata
OG_11217	EA78887	1	Parata
OG_11218	EA73877	1	Parata
OG_11219	EA15578	1	Parata
OG_1121	EA18180	5	Cyclostomata
OG_1121	EA54596	5	Cyclostomata
OG_1121	EA49061	5	Cyclostomata
OG_1121	EA11590	5	Cyclostomata
OG_1121	EA12851	5	Cyclostomata
OG_11220	EA17171	1	Parata
OG_11221	EA14836	1	Parata
OG_11223.1	EA54680	1	Parata
OG_11223.2	EA48380	1	Parata
OG_11224	EA85420	1	Parata
OG_11225	EA09278	1	Parata
OG_11226	EA15198	1	Parata
OG_11228	EA81483	2	Vertebrata
OG_11228	EA60885	2	Vertebrata
OG_11231	EA54096	1	Parata
OG_11233	EA57618	2	Parata
OG_11233	EA60343	2	Parata
OG_11235	EA41121	2	Parata
OG_11235	EA42516	2	Parata
OG_11237	EA48787	1	Parata
OG_11238	EA54147	1	Parata
OG_11239	EA28437	1	Parata
OG_11240	EA29572	1	Parata
OG_11241	EA27086	1	Parata
OG_11242	EA20328	1	Parata
OG_11243	EA59038	1	Parata
OG_11244	EA40949	1	Parata
OG_11245	EA52807	1	Parata
OG_11248	EA52677	1	Parata
OG_11249	EA41911	1	Parata
OG_1124	EA36061	5	Myxines
OG_1124	EA37609	5	Myxines
OG_1124	EA36500	5	Myxines
OG_1124	EA18885	5	Myxines
OG_1124	EA18354	5	Myxines
OG_11250	EA43088	1	Parata
OG_11251	EA45742	1	Parata
OG_11253	EA58719	1	Parata
OG_11256	EA50484	1	Parata
OG_11257	EA48450	1	Parata
OG_11258	EA37361	1	Parata
OG_1125	EA79882	5	Vertebrata
OG_1125	EA84124	5	Vertebrata
OG_1125	EA14219	5	Vertebrata
OG_1125	EA16883	5	Vertebrata
OG_1125	EA44435	5	Vertebrata
OG_11260	EA05918	1	Parata
OG_11261	EA49065	1	Parata
OG_11262	EA46164	1	Parata
OG_11263	EA49837	2	Myxines
OG_11263	EA46943	2	Myxines
OG_11264	EA17478	1	Parata
OG_11265	EA71690	1	Parata
OG_11266	EA23267	1	Parata
OG_11267	EA66834	1	Parata
OG_11268	EA63966	1	Parata
OG_11269	EA55068	1	Parata
OG_1126	EA61544	1	Parata
OG_11271	EA16354	1	Parata
OG_11273	EA15931	1	Parata
OG_11275	EA71734	1	Parata
OG_11276	EA38704	2	Myxines
OG_11276	EA37993	2	Myxines
OG_11277	EA78426	1	Parata
OG_11278	EA42429	2	Myxines
OG_11278	EA43765	2	Myxines
OG_11279	EA40665	1	Parata
OG_1127	EA33610	1	Parata
OG_11280	EA70042	1	Parata
OG_11282	EA23775	1	Parata
OG_11283	EA24652	1	Parata
OG_11284	EA52800	1	Parata
OG_11285	EA76870	2	Vertebrata
OG_11285	EA78755	2	Vertebrata
OG_11286	EA30594	1	Parata
OG_11287	EA28036	1	Parata
OG_1128	EA82503	1	Parata
OG_11290	EA34813	1	Parata
OG_11291	EA78111	1	Parata
OG_11292	EA18209	1	Parata
OG_11293	EA47904	1	Parata
OG_11294	EA69247	1	Parata
OG_11296	EA60919	2	Parata
OG_11296	EA62167	2	Parata
OG_11297	EA77355	1	Parata
OG_11298	EA66878	1	Parata
OG_1129	EA83044	3	Vertebrata
OG_1129	EA04336	3	Vertebrata
OG_1129	EA03296	3	Vertebrata
OG_11300	EA77702	1	Parata
OG_11301	EA41266	1	Parata
OG_11303	EA82489	1	Parata
OG_11304	EA39966	1	Parata
OG_11305	EA45019	1	Parata
OG_11306	EA11913	1	Parata
OG_11307	EA78070	1	Parata
OG_11308	EA53434	1	Parata
OG_11309	EA48072	1	Parata
OG_1130.1	EA77347	1	Parata
OG_11311	EA07681	1	Parata
OG_11312	EA43201	1	Parata
OG_11313	EA16989	1	Parata
OG_11315	EA58791	1	Parata
OG_11316	EA85402	2	Myxines
OG_11316	EA84544	2	Myxines
OG_11317	EA84459	1	Parata
OG_11318	EA74927	1	Parata
OG_11319	EA10406	1	Parata
OG_1131	EA06620	2	Cyclostomata
OG_1131	EA63037	2	Cyclostomata
OG_11320	EA02368	2	Myxines
OG_11320	EA02146	2	Myxines
OG_11321.1	EA39852	1	Parata
OG_11322	EA70348	2	Cyclostomata
OG_11322	EA44911	2	Cyclostomata
OG_11323	EA24205	1	Parata
OG_11324	EA62458	1	Parata
OG_11325	EA15132	1	Parata
OG_11326	EA24719	2	Parata
OG_11326	EA27334	2	Parata
OG_11327	EA16319	1	Parata
OG_11328	EA65272	1	Parata
OG_11332	EA40298	2	Myxines
OG_11332	EA41735	2	Myxines
OG_11333	EA18132	1	Parata
OG_11334	EA19884	2	Parata
OG_11334	EA18457	2	Parata
OG_11335	EA10573	1	Parata
OG_11336	EA10037	1	Parata
OG_11337	EA12380	1	Parata
OG_11338	EA30634	3	Myxines
OG_11338	EA24599	3	Myxines
OG_11338	EA29546	3	Myxines
OG_11339	EA26889	1	Parata
OG_11340	EA31163	1	Parata
OG_11341	EA01567	1	Parata
OG_11342	EA68641	1	Parata
OG_11343	EA14148	1	Parata
OG_11344	EA16295	4	Myxines
OG_11344	EA15728	4	Myxines
OG_11344	EA13452	4	Myxines
OG_11344	EA16884	4	Myxines
OG_11345	EA53005	1	Parata
OG_11346	EA82506	1	Parata
OG_11347	EA11672	1	Parata
OG_11348	EA60250	1	Parata
OG_11349	EA60250	4	Cyclostomata
OG_11349	EA59230	4	Cyclostomata
OG_11349	EA07368	4	Cyclostomata
OG_11349	EA05968	4	Cyclostomata
OG_1134	EA67465	2	Vertebrata
OG_1134	EA13713	2	Vertebrata
OG_11350	EA80758	1	Parata
OG_11351	EA65955	1	Parata
OG_11352	EA67028	1	Parata
OG_11353	EA43616	1	Parata
OG_11354	EA38456	1	Parata
OG_11355	EA50672	1	Parata
OG_11356	EA72134	1	Parata
OG_11357.2	EA04298	1	Parata
OG_11358	EA25595	1	Parata
OG_11359	EA78631	1	Parata
OG_1135	EA73894	1	Parata
OG_11360	EA44536	1	Parata
OG_11361	EA79233	1	Parata
OG_11362	EA64683	1	Parata
OG_11363	EA64403	1	Parata
OG_11364	EA17034	1	Parata
OG_11365	EA71657	1	Parata
OG_11366	EA12091	1	Parata
OG_11367	EA82233	1	Parata
OG_11368	EA79756	2	Vertebrata
OG_11368	EA80708	2	Vertebrata
OG_1136	EA60255	3	Cyclostomata
OG_1136	EA48844	3	Cyclostomata
OG_1136	EA49604	3	Cyclostomata
OG_11370	EA71040	1	Parata
OG_11371	EA80478	1	Parata
OG_11374.2	EA49487	1	Parata
OG_11375	EA69763	1	Parata
OG_11376	EA20746	1	Parata
OG_11377	EA77191	1	Parata
OG_11378	EA68919	1	Parata
OG_11379	EA73264	1	Parata
OG_1137	EA10203	1	Parata
OG_11381	EA64842	1	Parata
OG_11383	EA77045	1	Parata
OG_11384	EA37911	1	Parata
OG_11385	EA79028	1	Parata
OG_11386	EA02187	1	Parata
OG_11387	EA42106	1	Parata
OG_11389	EA85718	1	Parata
OG_1138	EA79308	1	Parata
OG_11390	EA09918	1	Parata
OG_11391	EA40438	1	Parata
OG_11392	EA85478	1	Parata
OG_11393	EA85406	1	Parata
OG_11394	EA53074	2	Vertebrata
OG_11394	EA54856	2	Vertebrata
OG_11397	EA75411	1	Parata
OG_11398	EA72989	1	Parata
OG_11399	EA83910	1	Parata
OG_1139	EA78050	1	Parata
OG_11400	EA60560	2	Myxines
OG_11400	EA59972	2	Myxines
OG_11401	EA40267	1	Parata
OG_11402	EA46613	1	Parata
OG_11403	EA25337	1	Parata
OG_11405	EA68568	1	Parata
OG_11406	EA52513	1	Parata
OG_11407	EA54855	1	Parata
OG_11408	EA36626	2	Myxines
OG_11408	EA37030	2	Myxines
OG_11410	EA03597	1	Parata
OG_11411	EA67769	1	Parata
OG_11412	EA26045	1	Parata
OG_11413	EA48794	1	Parata
OG_11414	EA52470	1	Parata
OG_11415	EA59707	1	Parata
OG_11416	EA24214	1	Parata
OG_11417	EA22300	1	Parata
OG_11418	EA50491	3	Myxines
OG_11418	EA49954	3	Myxines
OG_11418	EA49410	3	Myxines
OG_11420	EA31342	1	Parata
OG_11421	EA00303	1	Parata
OG_11422	EA53565	1	Parata
OG_11423	EA80853	1	Parata
OG_11424	EA61524	3	Vertebrata
OG_11424	EA75397	3	Vertebrata
OG_11424	EA74643	3	Vertebrata
OG_11425	EA79506	1	Parata
OG_11429	EA21165	1	Parata
OG_1142	EA55486	1	Parata
OG_11431	EA34841	4	Myxines
OG_11431	EA33354	4	Myxines
OG_11431	EA33067	4	Myxines
OG_11431	EA31654	4	Myxines
OG_11432	EA71818	1	Parata
OG_11433	EA57193	2	Cyclostomata
OG_11433	EA56990	2	Cyclostomata
OG_11434	EA01167	1	Parata
OG_11435	EA16518	1	Parata
OG_11437	EA31232	1	Parata
OG_11438	EA62526	1	Parata
OG_11439	EA80484	1	Parata
OG_11440	EA15427	1	Parata
OG_11441	EA15509	1	Parata
OG_11442	EA81128	3	Myxines
OG_11442	EA80075	3	Myxines
OG_11442	EA80745	3	Myxines
OG_11443	EA16775	1	Parata
OG_11444	EA46039	1	Parata
OG_11445	EA09419	2	Parata
OG_11445	EA12510	2	Parata
OG_11447	EA59486	1	Parata
OG_11448	EA05321	1	Parata
OG_1144	EA84038	2	Vertebrata
OG_1144	EA01147	2	Vertebrata
OG_11450	EA12921	1	Parata
OG_11451	EA11164	1	Parata
OG_11453	EA25994	1	Parata
OG_11455	EA27701	1	Parata
OG_11457	EA46229	2	Cyclostomata
OG_11457	EA45851	2	Cyclostomata
OG_11458	EA09031	1	Parata
OG_11459	EA64916	1	Parata
OG_1145	EA42766	1	Parata
OG_11460	EA02024	1	Parata
OG_11462	EA75458	1	Parata
OG_11463	EA35130	1	Parata
OG_11465	EA05078	2	Parata
OG_11465	EA03965	2	Parata
OG_11466	EA19574	3	Cyclostomata
OG_11466	EA20765	3	Cyclostomata
OG_11466	EA18709	3	Cyclostomata
OG_11467	EA51350	1	Parata
OG_11469	EA62654	2	Myxines
OG_11469	EA60973	2	Myxines
OG_1146	EA38064	3	Vertebrata
OG_1146	EA67950	3	Vertebrata
OG_1146	EA68610	3	Vertebrata
OG_11470	EA15445	1	Parata
OG_11471	EA77007	3	Myxines
OG_11471	EA75858	3	Myxines
OG_11471	EA74009	3	Myxines
OG_11473	EA84812	2	Cyclostomata
OG_11473	EA03272	2	Cyclostomata
OG_11475	EA20891	1	Parata
OG_11476	EA25406	2	Myxines
OG_11476	EA26219	2	Myxines
OG_11477	EA36701	1	Parata
OG_11478	EA36117	3	Cyclostomata
OG_11478	EA67994	3	Cyclostomata
OG_11478	EA57993	3	Cyclostomata
OG_11481	EA78536	7	Cyclostomata
OG_11481	EA04820	7	Cyclostomata
OG_11481	EA01968	7	Cyclostomata
OG_11481	EA04338	7	Cyclostomata
OG_11481	EA03349	7	Cyclostomata
OG_11481	EA03852	7	Cyclostomata
OG_11481	EA03134	7	Cyclostomata
OG_11482	EA29762	1	Parata
OG_11483	EA15738	1	Parata
OG_11484	EA32630	3	Cyclostomata
OG_11484	EA38990	3	Cyclostomata
OG_11484	EA67826	3	Cyclostomata
OG_11486	EA32577	1	Parata
OG_11489	EA15658	1	Parata
OG_1148	EA54771	1	Parata
OG_11494	EA50106	1	Parata
OG_11496	EA26807	2	Myxines
OG_11496	EA25350	2	Myxines
OG_11497	EA01423	1	Parata
OG_11498	EA74823	1	Parata
OG_11499	EA75806	3	Myxines
OG_11499	EA74412	3	Myxines
OG_11499	EA77722	3	Myxines
OG_114	EA21322	6	Myxines
OG_114	EA19048	6	Myxines
OG_114	EA20892	6	Myxines
OG_114	EA20032	6	Myxines
OG_114	EA17862	6	Myxines
OG_114	EA18824	6	Myxines
OG_11500	EA73519	1	Parata
OG_11501	EA16516	1	Parata
OG_11502	EA14814	1	Parata
OG_11503	EA19812	2	Parata
OG_11503	EA18375	2	Parata
OG_11504	EA35210	2	Myxines
OG_11504	EA33843	2	Myxines
OG_11506	EA52385	1	Parata
OG_11507	EA64295	1	Parata
OG_11508	EA45005	1	Parata
OG_11509	EA51427	1	Parata
OG_1150	EA47347	1	Parata
OG_11512	EA19377	2	Myxines
OG_11512	EA18652	2	Myxines
OG_11513	EA04355	1	Parata
OG_11514	EA32112	1	Parata
OG_11515	EA16331	1	Parata
OG_11516	EA33185	1	Parata
OG_11517	EA63881	1	Parata
OG_11518	EA28046	1	Parata
OG_11519	EA33139	1	Parata
OG_1151	EA54778	1	Parata
OG_11520	EA51615	3	Myxines
