fid	gid	dups	age
OG_10918	g1921	1	Letjap
OG_1091	g13713	1	Letjap
OG_10920	g1923	1	Letjap
OG_10921	g5258	1	Letjap
OG_10922	g9747	1	Letjap
OG_10923	g26858	4	Letjap
OG_10923	g25471	4	Letjap
OG_10923	g8406	4	Letjap
OG_10923	g20592	4	Letjap
OG_10924	g4512	1	Letjap
OG_10925	g8903	1	Letjap
OG_10929	g15337	1	Letjap
OG_10930	g4134	1	Letjap
OG_10931	g20857	1	Letjap
OG_10932	g5239	1	Letjap
OG_10935	g4835	1	Letjap
OG_10936	g5226	1	Letjap
OG_10938	g8935	1	Letjap
OG_10940	g8193	1	Letjap
OG_10944	g14505	1	Letjap
OG_10945	g17844	1	Letjap
OG_10946	g7686	2	Letjap
OG_10946	g29403	2	Letjap
OG_10947	g5911	2	Letjap
OG_10947	g5912	2	Letjap
OG_10949	g12475	7	Vertebrata
OG_10949	g31760	7	Vertebrata
OG_10949	g7685	7	Vertebrata
OG_10949	g5430	7	Vertebrata
OG_10949	g10856	7	Vertebrata
OG_10949	g27836	7	Vertebrata
OG_10949	g28987	7	Vertebrata
OG_1094	g16803	3	Vertebrata
OG_1094	g5405	3	Vertebrata
OG_1094	g694	3	Vertebrata
OG_10950	g3652	1	Letjap
OG_10951	g11924	1	Letjap
OG_10953	g7821	2	Letjap
OG_10953	g22270	2	Letjap
OG_10954	g15231	4	Leth
OG_10954	g18271	4	Leth
OG_10954	g28883	4	Leth
OG_10954	g31512	4	Leth
OG_10956	g25263	1	Letjap
OG_10958	g8772	2	Vertebrata
OG_10958	g5295	2	Vertebrata
OG_10959	g25475	2	Letjap
OG_10959	g8379	2	Letjap
OG_10960	g2677	1	Letjap
OG_10961	g2678	3	Vertebrata
OG_10961	g20485	3	Vertebrata
OG_10961	g6157	3	Vertebrata
OG_10963	g12798	1	Letjap
OG_10964	g2678	1	Letjap
OG_10966	g19354	1	Letjap
OG_10967	g19567	1	Letjap
OG_10969	g6260	1	Letjap
OG_1096	g22037	3	Vertebrata
OG_1096	g14960	3	Vertebrata
OG_1096	g355	3	Vertebrata
OG_10971	g420	1	Letjap
OG_10972	g4130	1	Letjap
OG_10974	g4128	1	Letjap
OG_10975	g15649	1	Letjap
OG_10976	g16155	3	Vertebrata
OG_10976	g2809	3	Vertebrata
OG_10976	g2808	3	Vertebrata
OG_10977	g2872	1	Letjap
OG_10978	g21842	4	Hyperoartia
OG_10978	g18171	4	Hyperoartia
OG_10978	g33960	4	Hyperoartia
OG_10978	g31800	4	Hyperoartia
OG_10979	g3119	3	Letjap
OG_10979	g3118	3	Letjap
OG_10979	g23131	3	Letjap
OG_1097	g3124	2	Letjap
OG_1097	g23385	2	Letjap
OG_10981	g28385	4	Letjap
OG_10981	g19791	4	Letjap
OG_10981	g26026	4	Letjap
OG_10981	g20337	4	Letjap
OG_10982	g2420	1	Letjap
OG_10983	g32519	2	Letjap
OG_10983	g28414	2	Letjap
OG_10985	g14733	3	Hyperoartia
OG_10985	g32688	3	Hyperoartia
OG_10985	g27682	3	Hyperoartia
OG_10989	g33715	1	Letjap
OG_1098	g9863	1	Letjap
OG_10990	g3813	1	Letjap
OG_10992	g2027	3	Letjap
OG_10992	g21931	3	Letjap
OG_10992	g2026	3	Letjap
OG_10993	g33493	5	Letjap
OG_10993	g21017	5	Letjap
OG_10993	g19331	5	Letjap
OG_10993	g27355	5	Letjap
OG_10993	g25780	5	Letjap
OG_10994	g4331	1	Letjap
OG_10995	g4330	3	Vertebrata
OG_10995	g14953	3	Vertebrata
OG_10995	g8782	3	Vertebrata
OG_10996	g2153	1	Letjap
OG_10997	g17180	6	Letjap
OG_10997	g23287	6	Letjap
OG_10997	g12938	6	Letjap
OG_10997	g23217	6	Letjap
OG_10997	g31587	6	Letjap
OG_10997	g30088	6	Letjap
OG_10998	g5617	1	Letjap
OG_1099	g13043	1	Letjap
OG_10	g6738	2	Letjap
OG_10	g29324	2	Letjap
OG_11000	g105	1	Letjap
OG_11002	g3978	1	Letjap
OG_11003	g12136	1	Letjap
OG_11006	g2161	1	Letjap
OG_11007	g1752	1	Letjap
OG_1100	g10604	1	Letjap
OG_11010	g6747	1	Letjap
OG_11012	g13050	1	Letjap
OG_11013	g685	1	Letjap
OG_11014	g30349	3	Letjap
OG_11014	g10761	3	Letjap
OG_11014	g10762	3	Letjap
OG_11015	g3104	1	Letjap
OG_11016	g25901	1	Letjap
OG_11019	g6594	1	Letjap
OG_1101	g2365	1	Letjap
OG_11020	g6741	1	Letjap
OG_11021	g14112	1	Letjap
OG_11022	g852	1	Letjap
OG_11023	g6689	1	Letjap
OG_11024	g2576	1	Letjap
OG_11025	g9132	1	Letjap
OG_11026	g7995	1	Letjap
OG_11029	g17803	3	Cyclostomata
OG_11029	g20119	3	Cyclostomata
OG_11029	g8958	3	Cyclostomata
OG_1102	g10713	1	Letjap
OG_11031	g11652	1	Letjap
OG_11032	g9153	1	Letjap
OG_11033	g24438	1	Letjap
OG_11035	g627	1	Letjap
OG_11036	g13037	1	Letjap
OG_11037	g6865	1	Letjap
OG_1103	g9544	1	Letjap
OG_11040	g484	1	Letjap
OG_11042	g4752	1	Letjap
OG_11043	g13948	1	Letjap
OG_11044	g3744	1	Letjap
OG_11046	g33030	3	Letjap
OG_11046	g33617	3	Letjap
OG_11046	g29064	3	Letjap
OG_11047	g2803	1	Letjap
OG_11048	g14753	1	Letjap
OG_11049	g7070	1	Letjap
OG_11050	g2755	3	Letjap
OG_11050	g33717	3	Letjap
OG_11050	g32973	3	Letjap
OG_11051	g3213	1	Letjap
OG_11052	g18080	1	Letjap
OG_11053	g21778	4	Vertebrata
OG_11053	g16318	4	Vertebrata
OG_11053	g26562	4	Vertebrata
OG_11053	g15171	4	Vertebrata
OG_11058	g1822	1	Letjap
OG_11059	g33330	2	Leth
OG_11059	g18298	2	Leth
OG_1105	g165	2	Hyperoartia
OG_1105	g5421	2	Hyperoartia
OG_11060	g11632	1	Letjap
OG_11064	g11307	1	Letjap
OG_11065	g15883	1	Letjap
OG_11066	g6017	2	Letjap
OG_11066	g6016	2	Letjap
OG_11068	g7214	1	Letjap
OG_11069	g13459	1	Letjap
OG_1106	g4416	1	Letjap
OG_11070	g6954	1	Letjap
OG_11072	g10647	1	Letjap
OG_11075	g8791	1	Letjap
OG_11076	g12847	1	Letjap
OG_11077	g5549	1	Letjap
OG_11078	g17402	3	Letjap
OG_11078	g22652	3	Letjap
OG_11078	g20176	3	Letjap
OG_11081	g7247	1	Letjap
OG_11082	g9163	2	Hyperoartia
OG_11082	g1945	2	Hyperoartia
OG_11083	g4059	1	Letjap
OG_11085	g2050	1	Letjap
OG_11086	g6173	1	Letjap
OG_11087	g8059	1	Letjap
OG_11088	g14368	1	Letjap
OG_11089	g3942	1	Letjap
OG_11090	g14243	1	Letjap
OG_11092	g5271	1	Letjap
OG_11093	g11388	1	Letjap
OG_11094	g6682	1	Letjap
OG_11096	g32140	6	Hyperoartia
OG_11096	g28653	6	Hyperoartia
OG_11096	g19350	6	Hyperoartia
OG_11096	g24763	6	Hyperoartia
OG_11096	g19039	6	Hyperoartia
OG_11096	g19040	6	Hyperoartia
OG_11097	g28636	2	Letjap
OG_11097	g4020	2	Letjap
OG_11098	g11553	1	Letjap
OG_11099	g11554	1	Letjap
OG_11100	g8792	1	Letjap
OG_11101	g1395	1	Letjap
OG_11102	g2720	1	Letjap
OG_11103	g2125	1	Letjap
OG_11104	g6188	2	Letjap
OG_11104	g17886	2	Letjap
OG_11105	g12351	1	Letjap
OG_11106	g8704	1	Letjap
OG_11107	g24346	3	Leth
OG_11107	g7728	3	Leth
OG_11107	g21379	3	Leth
OG_11108	g32203	4	Letjap
OG_11108	g28723	4	Letjap
OG_11108	g24509	4	Letjap
OG_11108	g17926	4	Letjap
OG_11109	g13972	3	Hyperoartia
OG_11109	g23070	3	Hyperoartia
OG_11109	g21974	3	Hyperoartia
OG_11110	g12247	1	Letjap
OG_11111	g16427	1	Letjap
OG_11112	g32136	1	Letjap
OG_11115	g15855	2	Vertebrata
OG_11115	g1944	2	Vertebrata
OG_11116	g9645	1	Letjap
OG_11117	g25041	1	Letjap
OG_11118	g1944	1	Letjap
OG_11119	g25015	2	Letjap
OG_11119	g17622	2	Letjap
OG_1111	g6662	3	Letjap
OG_1111	g29022	3	Letjap
OG_1111	g28751	3	Letjap
OG_11120	g8585	1	Letjap
OG_11121	g11940	1	Letjap
OG_11122	g17192	2	Hyperoartia
OG_11122	g17761	2	Hyperoartia
OG_11123	g31652	1	Letjap
OG_11125	g3760	1	Letjap
OG_11126	g25835	1	Letjap
OG_11129	g20986	1	Letjap
OG_1112	g17600	1	Letjap
OG_11130	g30862	5	Letjap
OG_11130	g16806	5	Letjap
OG_11130	g32071	5	Letjap
OG_11130	g28469	5	Letjap
OG_11130	g26866	5	Letjap
OG_11131	g16955	1	Letjap
OG_11132	g17258	1	Letjap
OG_11135	g32458	3	Leth
OG_11135	g17554	3	Leth
OG_11135	g29585	3	Leth
OG_11136	g10895	1	Letjap
OG_11137	g11668	1	Letjap
OG_11138	g10277	1	Letjap
OG_11140	g4178	1	Letjap
OG_11141	g1738	2	Vertebrata
OG_11141	g4017	2	Vertebrata
OG_11144	g840	1	Letjap
OG_11145	g8874	1	Letjap
OG_11148	g711	1	Letjap
OG_11152	g9957	1	Letjap
OG_11155	g16692	1	Letjap
OG_11156	g15249	1	Letjap
OG_11159	g392	1	Letjap
OG_1115	g15240	2	Letjap
OG_1115	g28517	2	Letjap
OG_11162	g9833	1	Letjap
OG_11163	g1280	1	Letjap
OG_11164	g12532	1	Letjap
OG_11165	g11723	1	Letjap
OG_11166	g28418	1	Letjap
OG_11167	g5473	1	Letjap
OG_11168	g1370	1	Letjap
OG_11170	g12320	1	Letjap
OG_11174	g3755	3	Cyclostomata
OG_11174	g31409	3	Cyclostomata
OG_11174	g26991	3	Cyclostomata
OG_11175	g27157	3	Vertebrata
OG_11175	g22169	3	Vertebrata
OG_11175	g11734	3	Vertebrata
OG_11177	g10288	1	Letjap
OG_11178	g18238	1	Letjap
OG_1117	g10741	1	Letjap
OG_11182	g6116	1	Letjap
OG_11183	g1819	1	Letjap
OG_11184	g1787	1	Letjap
OG_11186	g2378	2	Letjap
OG_11186	g32576	2	Letjap
OG_11187	g1365	1	Letjap
OG_11188	g10167	1	Letjap
OG_1118	g12671	1	Letjap
OG_11190	g8592	1	Letjap
OG_11191	g29622	4	Letjap
OG_11191	g31047	4	Letjap
OG_11191	g6713	4	Letjap
OG_11191	g6714	4	Letjap
OG_11192	g9269	1	Letjap
OG_11193	g1339	1	Letjap
OG_11195	g7177	1	Letjap
OG_11196	g8733	1	Letjap
OG_11197	g13131	1	Letjap
OG_11198	g17624	1	Letjap
OG_1119	g4396	1	Letjap
OG_11202	g19795	2	Letjap
OG_11202	g19828	2	Letjap
OG_11203	g9406	1	Letjap
OG_11204	g16547	1	Letjap
OG_11205	g29075	1	Letjap
OG_11206	g8249	1	Letjap
OG_11208	g13372	1	Letjap
OG_11209	g3125	1	Letjap
OG_1120	g9286	1	Letjap
OG_11210	g3724	1	Letjap
OG_11211	g10548	1	Letjap
OG_11214.1	g12749	2	Letjap
OG_11214.1	g12748	2	Letjap
OG_11214.2	g2700	1	Letjap
OG_11216	g26939	2	Letjap
OG_11216	g8020	2	Letjap
OG_11218	g19586	2	Letjap
OG_11218	g24693	2	Letjap
OG_11219	g11591	3	Letjap
OG_11219	g25419	3	Letjap
OG_11219	g27035	3	Letjap
OG_1121	g15280	4	Cyclostomata
OG_1121	g10636	4	Cyclostomata
OG_1121	g10799	4	Cyclostomata
OG_1121	g2756	4	Cyclostomata
OG_11220	g12562	1	Letjap
OG_11221	g12553	1	Letjap
OG_11222	g23731	2	Letjap
OG_11222	g12553	2	Letjap
OG_11223.1	g29660	2	Letjap
OG_11223.1	g9643	2	Letjap
OG_11223.2	g11326	1	Letjap
OG_11224	g9291	2	Cyclostomata
OG_11224	g6705	2	Cyclostomata
OG_11225	g14904	1	Letjap
OG_11226	g11536	3	Hyperoartia
OG_11226	g32751	3	Hyperoartia
OG_11226	g8818	3	Hyperoartia
OG_11228	g8820	2	Vertebrata
OG_11228	g15338	2	Vertebrata
OG_11231	g17358	1	Letjap
OG_11233	g21098	1	Letjap
OG_11235	g27265	2	Letjap
OG_11235	g12151	2	Letjap
OG_11237	g15389	1	Letjap
OG_11238	g8926	1	Letjap
OG_11239	g1360	1	Letjap
OG_11240	g16732	2	Letjap
OG_11240	g31043	2	Letjap
OG_11241	g18620	1	Letjap
OG_11242	g11282	2	Letjap
OG_11242	g24687	2	Letjap
OG_11243	g11282	1	Letjap
OG_11244	g11276	1	Letjap
OG_11248	g8377	1	Letjap
OG_11249	g3492	1	Letjap
OG_1124	g5649	3	Hyperoartia
OG_1124	g22139	3	Hyperoartia
OG_1124	g5650	3	Hyperoartia
OG_11250	g3667	1	Letjap
OG_11251	g3441	1	Letjap
OG_11256	g2072	1	Letjap
OG_11257	g2072	1	Letjap
OG_11258	g25006	2	Letjap
OG_11258	g30112	2	Letjap
OG_1125	g10282	7	Vertebrata
OG_1125	g7035	7	Vertebrata
OG_1125	g7036	7	Vertebrata
OG_1125	g6972	7	Vertebrata
OG_1125	g3789	7	Vertebrata
OG_1125	g22188	7	Vertebrata
OG_1125	g4633	7	Vertebrata
OG_11260	g10894	1	Letjap
OG_11261	g5246	1	Letjap
OG_11262	g6978	1	Letjap
OG_11263	g13319	1	Letjap
OG_11264	g13686	1	Letjap
OG_11265	g11080	1	Letjap
OG_11267	g14514	1	Letjap
OG_11268	g977	1	Letjap
OG_11271	g3113	1	Letjap
OG_11272	g1861	1	Letjap
OG_11275	g2592	2	Leth
OG_11275	g21686	2	Leth
OG_11276	g10299	1	Letjap
OG_11277	g11478	1	Letjap
OG_11278	g5782	1	Letjap
OG_11279	g9634	2	Leth
OG_11279	g1234	2	Leth
OG_1127	g12638	1	Letjap
OG_11280	g9633	1	Letjap
OG_11282	g16278	2	Letjap
OG_11282	g20448	2	Letjap
OG_11283	g8392	1	Letjap
OG_11284	g4294	1	Letjap
OG_11286	g17226	1	Letjap
OG_11287	g29563	6	Leth
OG_11287	g17944	6	Leth
OG_11287	g26436	6	Leth
OG_11287	g30459	6	Leth
OG_11287	g30420	6	Leth
OG_11287	g22138	6	Leth
OG_1128	g9401	1	Letjap
OG_11290	g793	1	Letjap
OG_11291	g3972	1	Letjap
OG_11292	g465	1	Letjap
OG_11293	g2188	1	Letjap
OG_11294	g3148	1	Letjap
OG_11296	g13578	1	Letjap
OG_11297	g15818	1	Letjap
OG_11298	g7939	1	Letjap
OG_1129	g7954	1	Letjap
OG_11300	g21923	6	Letjap
OG_11300	g23452	6	Letjap
OG_11300	g12603	6	Letjap
OG_11300	g32702	6	Letjap
OG_11300	g26994	6	Letjap
OG_11300	g23348	6	Letjap
OG_11301	g3428	1	Letjap
OG_11302	g1038	1	Letjap
OG_11303	g8974	1	Letjap
OG_11304	g13112	1	Letjap
OG_11306	g863	1	Letjap
OG_11307	g12612	3	Cyclostomata
OG_11307	g14883	3	Cyclostomata
OG_11307	g29477	3	Cyclostomata
OG_11308	g14165	1	Letjap
OG_11309	g15201	1	Letjap
OG_1130.1	g9697	1	Letjap
OG_1130.2	g8715	3	Hyperoartia
OG_1130.2	g25733	3	Hyperoartia
OG_1130.2	g7252	3	Hyperoartia
OG_11311	g28994	1	Letjap
OG_11312	g6979	1	Letjap
OG_11313	g300	1	Letjap
OG_11315	g21524	2	Letjap
OG_11315	g9494	2	Letjap
OG_11316	g8588	1	Letjap
OG_11317	g20800	1	Letjap
OG_11318	g9295	2	Letjap
OG_11318	g30752	2	Letjap
OG_11319	g10355	1	Letjap
OG_1131	g11104	2	Cyclostomata
OG_1131	g2522	2	Cyclostomata
OG_11320	g7894	1	Letjap
OG_11321.2	g3727	1	Letjap
OG_11322	g7462	4	Cyclostomata
OG_11322	g28783	4	Cyclostomata
OG_11322	g11082	4	Cyclostomata
OG_11322	g2426	4	Cyclostomata
OG_11323	g7462	1	Letjap
OG_11324	g7462	1	Letjap
OG_11325	g1888	1	Letjap
OG_11326	g3335	1	Letjap
OG_11327	g1887	2	Leth
OG_11327	g26357	2	Leth
OG_11328	g11843	1	Letjap
OG_11332	g28077	2	Letjap
OG_11332	g9806	2	Letjap
OG_11333	g10416	1	Letjap
OG_11334	g12823	1	Letjap
OG_11335	g4886	1	Letjap
OG_11336	g805	1	Letjap
OG_11337	g15640	1	Letjap
OG_11338	g20054	2	Letjap
OG_11338	g17306	2	Letjap
OG_1133	g13283	1	Letjap
OG_11340	g10431	1	Letjap
OG_11341	g4751	1	Letjap
OG_11342	g7942	1	Letjap
OG_11343	g6145	1	Letjap
OG_11344	g10045	1	Letjap
OG_11345	g3624	2	Letjap
OG_11345	g3621	2	Letjap
OG_11346	g28516	1	Letjap
OG_11347	g6618	1	Letjap
OG_11348	g9466	1	Letjap
OG_11349	g9467	5	Cyclostomata
OG_11349	g9472	5	Cyclostomata
OG_11349	g2461	5	Cyclostomata
OG_11349	g2455	5	Cyclostomata
OG_11349	g2466	5	Cyclostomata
OG_1134	g3257	4	Vertebrata
OG_1134	g14003	4	Vertebrata
OG_1134	g19794	4	Vertebrata
OG_1134	g19827	4	Vertebrata
OG_11350	g7747	1	Letjap
OG_11351	g12586	1	Letjap
OG_11352	g16887	1	Letjap
OG_11353	g5795	1	Letjap
OG_11354	g11613	1	Letjap
OG_11355	g2044	1	Letjap
OG_11356	g2519	1	Letjap
OG_11358	g901	1	Letjap
OG_11359	g12227	1	Letjap
OG_1135	g9201	1	Letjap
OG_11360	g15161	1	Letjap
OG_11361	g4949	1	Letjap
OG_11362	g6664	1	Letjap
OG_11363	g16440	1	Letjap
OG_11364	g24722	1	Letjap
OG_11365	g1191	1	Letjap
OG_11366	g8880	1	Letjap
OG_11367	g9413	1	Letjap
OG_11368	g33582	4	Letjap
OG_11368	g22985	4	Letjap
OG_11368	g9412	4	Letjap
OG_11368	g28625	4	Letjap
OG_11369	g3214	1	Letjap
OG_1136	g15024	2	Cyclostomata
OG_1136	g9743	2	Cyclostomata
OG_11370	g2323	1	Letjap
OG_11371	g15252	2	Hyperoartia
OG_11371	g15253	2	Hyperoartia
OG_11373	g4279	2	Hyperoartia
OG_11373	g4278	2	Hyperoartia
OG_11375	g18710	1	Letjap
OG_11376	g13239	1	Letjap
OG_11377	g20777	1	Letjap
OG_11378	g2276	1	Letjap
OG_11379	g10208	1	Letjap
OG_1137	g8196	1	Letjap
OG_11381	g23364	2	Letjap
OG_11381	g20755	2	Letjap
OG_11383	g14696	1	Letjap
OG_11384	g18351	1	Letjap
OG_11385	g4934	1	Letjap
OG_11386	g14431	1	Letjap
OG_11387	g9586	1	Letjap
OG_11389	g9104	1	Letjap
OG_1138	g23509	2	Letjap
OG_1138	g24228	2	Letjap
OG_11390	g25096	2	Letjap
OG_11390	g10241	2	Letjap
OG_11391	g3752	1	Letjap
OG_11392	g22868	2	Letjap
OG_11392	g26146	2	Letjap
OG_11393	g8622	1	Letjap
OG_11394	g3564	1	Letjap
OG_11397	g30846	3	Letjap
OG_11397	g12623	3	Letjap
OG_11397	g32369	3	Letjap
OG_11398	g17318	1	Letjap
OG_1139	g20708	5	Leth
OG_1139	g31523	5	Leth
OG_1139	g19978	5	Leth
OG_1139	g27638	5	Leth
OG_1139	g28673	5	Leth
OG_11400	g13493	1	Letjap
OG_11401	g10796	1	Letjap
OG_11402	g30944	2	Leth
OG_11402	g6396	2	Leth
OG_11403	g2561	1	Letjap
OG_11405	g5712	4	Hyperoartia
OG_11405	g30252	4	Hyperoartia
OG_11405	g27005	4	Hyperoartia
OG_11405	g33622	4	Hyperoartia
OG_11406	g16651	1	Letjap
OG_11407	g9065	1	Letjap
OG_11408	g29007	2	Letjap
OG_11408	g9065	2	Letjap
OG_11410	g20045	4	Hyperoartia
OG_11410	g29784	4	Hyperoartia
OG_11410	g34007	4	Hyperoartia
OG_11410	g30718	4	Hyperoartia
OG_11411	g159	1	Letjap
OG_11412	g2968	1	Letjap
OG_11413	g13320	1	Letjap
OG_11414	g8929	1	Letjap
OG_11415	g18738	1	Letjap
OG_11416	g6118	1	Letjap
OG_11418	g2052	2	Leth
OG_11418	g20628	2	Leth
OG_11419	g2786	1	Letjap
OG_11420	g17752	1	Letjap
OG_11421	g25253	3	Hyperoartia
OG_11421	g11643	3	Hyperoartia
OG_11421	g23800	3	Hyperoartia
OG_11423	g9374	1	Letjap
OG_11424	g8465	3	Vertebrata
OG_11424	g6866	3	Vertebrata
OG_11424	g23710	3	Vertebrata
OG_11425	g21449	3	Letjap
OG_11425	g13703	3	Letjap
OG_11425	g24160	3	Letjap
OG_1142	g26156	1	Letjap
OG_11431	g21666	2	Letjap
OG_11431	g6719	2	Letjap
OG_11432	g8747	1	Letjap
OG_11433	g1046	1	Letjap
OG_11434	g16018	1	Letjap
OG_11435	g28790	2	Letjap
OG_11435	g19940	2	Letjap
OG_11437	g16219	2	Letjap
OG_11437	g32453	2	Letjap
OG_11439	g12866	1	Letjap
OG_11440	g282	1	Letjap
OG_11442	g17519	1	Letjap
OG_11443	g10144	1	Letjap
OG_11444	g6582	1	Letjap
OG_11445	g15237	1	Letjap
OG_11447	g16617	1	Letjap
OG_11448	g5441	1	Letjap
OG_1144	g17617	2	Vertebrata
OG_1144	g8389	2	Vertebrata
OG_11450	g10650	1	Letjap
OG_11451	g22736	3	Letjap
OG_11451	g19481	3	Letjap
OG_11451	g27258	3	Letjap
OG_11453	g28547	5	Hyperoartia
OG_11453	g20838	5	Hyperoartia
OG_11453	g9240	5	Hyperoartia
OG_11453	g21191	5	Hyperoartia
OG_11453	g20959	5	Hyperoartia
