bones	brain	embryo	gills	heart	intestine	kidney	liver	muscle	ovary	testis
ENSLOCG00000001428	15.8978549177164	1.70644337147145	3.85792904644484	8.52448504452705	11.1249784261505	38.6091448939614	15.9429771217798	4.70148893250044	1.14629427867731	4.43806032383149	2.27072343823998
ENSLOCG00000001444	0.0551333352303391	0.258159681504667	0.337184171473789	0.0143630030615973	0	0.0283284516103411	0	0	0.0264166284222174	0.409104686888335	17.7284429580518
ENSLOCG00000018377	0	0	0	0	0	0	0	0	0	0	3.47446128330137
ENSLOCG00000022642	0	0	0	0.315470340135693	0	0	0	0	0	0.187200281994011	1.69668486365884
ENSLOCG00000021897	0	0.017051752205637	0	0.0569216000827927	0	0.0561338317137859	0	0	0	0	0.22960482727356
ENSLOCG00000001476	1.06767110915389	4.31192050857615	2.50776702800419	1.99335974583564	0.876296188239567	4.04583425861771	0.517307277538456	0.194094295891105	0	4.14688998243047	1.16869493106695
ENSLOCG00000001508	2.14324906923401	29.0279339623157	19.4133259284084	5.04312774165259	1.32060112128302	0	4.46643258965312	0.201097288116779	1.19254993401258	3.33460576117746	507.181601129592
ENSLOCG00000001521	1.78505370494478	14.0668077199235	1.41292099546091	0.908433424068736	0.879674327499764	0.490590618600506	1.34091938529837	0.181121228108132	0.198905115778809	0.115513911082716	22.7713215864228
ENSLOCG00000001537	29.7083396447193	6.48971002094814	5.25500560590622	19.5241088283979	19.1504122360711	8.90163382707827	34.7645494429079	6.96769964488637	1.10678435656647	33.566549193981	0.539414080512542
ENSLOCG00000001547	0.720005575584938	2.72708629339649	6.89228834223684	0.900343191061902	0	0.295960953886349	0.206729843176088	0	0.0459978696438099	1.55827049422428	307.384491910723
ENSLOCG00000001581	0.376876481677504	0.218487824956711	0	2.74908428905602	0.0321374734076596	25.1739265701494	0.139126808252414	0.261002706320148	0	23.5707389546712	1.81044725873175
ENSLOCG00000001593	40.3378182506727	32.1730454527464	47.2245096161456	94.2079268005551	31.9726270734744	23.9783917140689	49.311217376025	12.7313172202873	21.1832945421494	12.3547466781208	13.6000341660654
ENSLOCG00000001602	0.306858298397485	1.42852237971112	1.58932651257755	0.152930356358208	0.0318552311774001	0	0.0229841582111748	0	0.02557014258386	0.160873159496634	0.210298511094671
ENSLOCG00000001621	1.43744776163162	0.976624838999948	14.5694525438303	92.0988706410657	0.365924838243814	0.108615481070864	2.03934053345095	0.409908725683693	0.0405141070725094	0.705855595062789	2.26578257436803
ENSLOCG00000021772	3.7554376246519	2.11400638790368	1.11317824046821	2.37368683455878	5.89815916663119	4.90310267754122	3.0757234367653	0.86551127453985	0.442471292603242	0.114206524721429	0.355818324193516
ENSLOCG00000001643	20.5531639292306	31.5358331298225	33.3613053843789	24.8164149575582	21.8965021916271	20.6160644373888	21.8218961026496	15.7253923083561	9.63377480477171	25.1144505504065	6.9019703870987
ENSLOCG00000001657	0.555907601545029	3.68278497444362	1.67527208826506	0.386191163638639	0.0737396093133992	0.0317372048535635	0.399034032460218	0.0299436071866192	0.0887859978344527	0.773435450798885	40.5996528087749
ENSLOCG00000020423	0	0	0	0	0	0	0	0	0	2.19055792165261	0
ENSLOCG00000001669	14.454576284469	12.2321227632072	6.75805773284066	8.37002471711023	8.16808844236434	11.0173163417922	8.65943567415298	6.06079776175233	2.08429773912811	14.4873168873318	10.5821800694334
ENSLOCG00000001693	0.0460159109843067	0.553033762795432	1.10122385711002	0	1.33217259805439	0.0236437629281562	0.0198183091575276	0.0446151167250486	0.0440961975873117	2.96635436611181	0.362663785199284
ENSLOCG00000019659	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000001718	3.43495993300354	1.01378350779914	9.43262131789157	0.585723264851937	14.3712353584372	1.31568345898495	0.1613870975728	1.42298675485745	0.359090035686009	3.88118184651918	3.5111361524029
ENSLOCG00000017470	14.7515350475348	29.2702199693487	36.9706335511013	55.7453062023487	37.9036050617796	20.4736086212204	18.0373814934306	24.65944121251	2.43726268565164	13.2893847246925	6.50347881233336
ENSLOCG00000001745	23.4968926254003	80.0364567018139	19.5126989761997	3.58507209255941	6.73805591338996	8.68575632185916	3.74834549201341	3.12830201532465	4.83835953790329	6.03717038457116	30.8764367475517
ENSLOCG00000001799	0	0.0483367851779629	0.439186186376048	0	0.862665401884945	0.265205293083038	0.0444592555296969	0.0500434941043591	0	24.8947151867519	8.62393833678938
ENSLOCG00000001814	1.55117852365657	1.13710600964233	2.65089718006911	0.490372965922552	3.03784325376069	0.78806677974368	1.09593098816878	0.405561786639234	0.217124207624098	0.21015771192537	1.09889938262555
ENSLOCG00000001832	1.04352255970022	0.591307487493347	1.32103159084616	0.11228677259799	0.20988743605398	0.454587186057096	0.249139601741886	0.186954940238926	0.0271735976959445	1.48867761330835	12.0205633077511
ENSLOCG00000001848	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000001861	31.3235460277296	14.4705934256336	14.3454513130801	14.8527516121808	19.1158441940303	19.0893789987801	28.1439716806515	12.0699706954692	11.6434736744378	14.5689808378181	4.63796448440693
ENSLOCG00000018172	9.28516924770064	38.430952410187	19.3990093163668	4.31949310362785	11.5302428928614	6.13398720355601	1.07115330247433	0.160759189025507	18.5106146714248	9.15058723555243	44.8656468072324
ENSLOCG00000021585	0	0.119362265439459	1.42343380048665	0	0	0	0	0	0	0	30.7383462512478
ENSLOCG00000001890	0.104379638379444	0.708692670708095	4.38528630456333	0.271923521286879	0.0467291396066806	0.0536320453421407	0.134863869837994	0.151803245347206	0.975244525888187	0.847137766358697	1.2613875225356
ENSLOCG00000001907	20.7929728249074	15.0049599162082	9.04484503482664	17.8310588008431	14.2067792500524	18.1704281145928	26.9772528415049	4.6252376266859	3.03106441561529	27.1257353265013	15.4748146455526
ENSLOCG00000001921	0.268939881661869	1.90294291121664	2.76513934448604	1.40125182978932	0.963201595337702	0.18424788782611	0.154437413945262	0	0	0.332601457960652	0.565223366661467
ENSLOCG00000001942	6.22399340288936	18.3674817568192	9.82754295130513	3.67748625192426	8.9623929264813	7.91256340184735	5.41641628840217	1.86634811916599	3.87374524798263	2.61866695839568	7.61922388723967
ENSLOCG00000001968	0.601088304902538	0.358597376351151	0.497254678401946	2.32451961098559	0.191358491849411	0.013726642783623	0	0	0.0256005253578428	0.235401685401928	0.210548390504242
ENSLOCG00000001985	0.356413054660433	0.00654466729563613	8.13921677040673	0.0436943875309164	0	0	0	0	0	0.0194462060929997	0.0220312725908703
ENSLOCG00000002004	150.241343891249	722.065352718692	4.7716728210646	0.677528357260773	0.601559970714572	1.05233889777605	0.350029853035279	0.709190696525193	1.82244942923351	0.0301534288810481	0.256213888733907
ENSLOCG00000002014	0.0758207310260757	0.433922624135803	0.215051149713811	0.263364777361482	0.1659472772543	0.103887972722097	0	0.0245042109171075	0	1.31275881204074	0.796751463346986
ENSLOCG00000002036	0.529462623302113	0.586474576771817	0.272489606291885	0.711909164207762	2.08996112388555	3.35232061719712	0.48548534365564	0.413987884227036	0.065467645521606	0.998031767768442	0.484587580989162
ENSLOCG00000020710	0	0	0	0	0	0	0	0	0	0.438111584330523	0.496351611900196
ENSLOCG00000002051	15.9948592784574	13.836829242334	21.2895786917775	23.6894198320716	20.9007710232918	11.8948548181107	21.2825009109861	10.9767493312212	6.7524665105635	15.1718196962311	6.83359239832042
ENSLOCG00000002068	14.8536677750871	15.3496499156829	16.8699539464037	15.4931343151143	14.4385021239531	9.92824998475609	18.3179651131973	18.5142487120659	11.8412703590048	16.3827414882606	3.3245034641584
ENSLOCG00000002084	0.198616379036504	0.362466765286663	7.8488116544366	0.0477621580471816	76.4507776346213	0.87922150548388	0.118441196913987	0.118504735155525	0.732040029259326	0	0.24082294842127
ENSLOCG00000002098	597.599135155651	242.417635002142	500.581301598009	1619.33541431951	621.287391882262	417.263716588164	1000.84088121639	286.58564621486	135.328707478683	340.824656693664	39.0833679678827
ENSLOCG00000002104	8.07375333563601	7.10673479285287	9.07850982535925	7.46552929061964	6.72366826021043	6.44193361946764	8.48517675065352	5.01967266105784	0.925213310766789	1.90786306813389	5.10227709987423
ENSLOCG00000002120	4.71930762974953	1.49962328141916	9.38630255335969	0.562347261058898	0.631617512002949	0.880779130179283	0.200518607677047	0.0615557587496012	0.192659375320995	0.834242973551059	1.92364281517119
ENSLOCG00000002151	5.73555461911537	18.9653377309363	9.62512379376691	5.84395094183337	6.18788467571699	8.95022761214253	4.79403849932805	2.67749715054955	1.5063867710184	10.9551076589738	17.1438271030925
ENSLOCG00000020452	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000002166	0.678206546780623	1.64722033939157	0.932478999377074	4.24037443065262	7.77076162477592	6.59551047068642	0.797911488882586	0.352837560845272	0.776725062475623	0.18411516845909	1.96422605215478
ENSLOCG00000019253	2.83403875297465	2.06426506112947	5.02388400171761	2.95322654547194	6.76669356052368	0.970785089638412	5.28915697927661	0.915922102178939	2.26317249381938	0.438111584330523	8.43797740230333
ENSLOCG00000019600	1.88935916864977	1.76937005239669	2.5119420008588	1.47661327273597	1.4097278251091	2.91235526891524	2.03429114587562	0.45796105108947	1.8105379950555	3.06678109031365	7.44527417850295
ENSLOCG00000002175	0	0.341532905491006	0	0	0	0.14053944728342	0	0.132596995327608	0	0	0
ENSLOCG00000002190	14.9749858518911	14.1435410027883	6.51922097471954	7.40319368214343	10.1652381500525	24.1210622365361	17.3986090320118	3.74796005194598	4.4385664262304	30.040773877236	12.1498509807639
ENSLOCG00000002204	33.837151101937	245.552776470811	28.7371591611336	16.6202322348929	47.1840061380411	19.0299286568152	23.1520418744859	10.5281573585525	16.8505274327938	1.49453021144077	25.7906937053368
ENSLOCG00000002217	0.189893362389631	9.76109120684981	6.12653601966216	0.197879481368897	0	0.130093947823166	0.327136008593512	0	0	1.82003787679651	0.465609113415386
ENSLOCG00000002235	0.192935132496559	0.692615250773703	0.393317234344997	0.0167540979648723	0.0191942346897006	0.0495666872140896	0.0830940433727228	0.0155884911555054	0.0154071811650175	0.134215533986839	6.28503808798567
ENSLOCG00000002277	2.16078358241861	1.48919771010089	5.46206300076907	1.25741889109502	1.49080652977839	1.96095680113681	2.12711900944679	0.73461250981052	0.403371233296815	5.28380506374061	7.01830771454687
ENSLOCG00000002290	48.4017081468681	51.0025013367355	19.097736823196	67.172231564369	53.3229549847519	29.1100695629075	75.7942976100827	27.0324231545868	4.48862544607512	2.17230327230551	7.38323022701544
ENSLOCG00000002303	3.30256935326482	12.6543253344123	4.13254974334835	3.71138013443047	6.68711215104173	5.12402291264792	5.35477927430486	1.75797951869829	0.620547296692411	0.540573164536854	19.9381240231845
ENSLOCG00000002324	0.601159735479473	3.24235572732962	0.568358594133709	0.104406999082342	0.299033175023143	0	0.201374275046274	0.0323810844204676	0.0640089190171137	3.68633282573057	0.982675918509479
ENSLOCG00000002364	1.24757774738527	0.284192460425443	0.358633591004436	0	0.20126887964965	0.0346500976805552	3.63048359866826	0.0653837613433076	0.355428049719205	0.0312749121387716	11.4092387911168
ENSLOCG00000022483	0.402927851378714	3.899167337689	6.64269106893771	1.04968327034397	1.9241016336973	2.48437474552627	0.347069027038278	0	0	1.30805358332374	4.44581605067596
ENSLOCG00000002395	19.1338633368528	15.9074289243696	22.8892110627079	5.54979010116367	8.6889507608751	15.8950603050078	5.34427362861682	1.43026662501583	1.22653292775808	4.68835194856518	17.3709654434142
ENSLOCG00000002414	7.43753636498539	7.51110648112108	12.6921110467991	4.8881736598185	5.08430827465777	7.65363837691138	3.66842560734657	6.73237947085684	1.22237823275252	1.58390487497533	5.74011017649371
ENSLOCG00000002422	0.233714907556469	8.57978941831608	0	0	0	0	0.0201314466826777	0	0	0.0216778704928616	0.368394023801186
ENSLOCG00000002435	0.041314542644124	1.94098572543174	0.263656977377904	0	0	0	0	0	0	0.49816877689035	0.477562851876044
ENSLOCG00000002454	2.08179389879003	6.78743943968085	11.1941645791358	2.16934542537754	6.62746118273513	0.713107565845501	2.29129829887308	1.23347945653522	4.98736160675011	10.1910523885938	54.2044556584177
ENSLOCG00000021132	0.155702036751609	0.0486045790016634	0.165607256566315	0	0	0	0.536466806336176	0	0	0.433257162343482	0.327234580698744
ENSLOCG00000002465	41.2859563672082	29.3555317615512	33.5055930361847	29.7919109384741	28.6458771487469	22.8360260039363	22.5525741461967	9.48653189044741	2.81533864036578	0.336124291731361	5.0048882773045
ENSLOCG00000002488	0.0179637057421958	0.414964117433825	1.12728314400956	0.449260414076269	0	0.443042859700753	0	0.0870843162026956	0	0.299915312763177	2.92592057574276
ENSLOCG00000018174	0	0.847895855976748	0.235835185879446	0.173290906760928	0	0.113928427679459	0.0477476620037868	0.0537449359759832	0	0.822647393062443	1.74751011290305
ENSLOCG00000002516	0.0265134128619485	0.430379791046804	0.592202175485486	0.138142279446211	0.0158261897347154	0	0.0228377968263395	0.128531521414262	0.0254073138457082	0	0.111444984558723
ENSLOCG00000020165	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000020012	0.453293832801055	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000020409	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000019231	0	0	0	0	0	0	0	0	0	0	0.518121419439678
ENSLOCG00000020924	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000002534	1.83966824954443	19.2383230068793	2.79528788406497	0.102698409968195	0	0.0675180746154127	0.0282969779496434	0	0.0314807161618359	0.670354253522683	17.8474811332179
ENSLOCG00000018176	1.6385221941047	29.3438287190912	1.70487318309238	0.0742361552410565	0	0	0.03068195771346	0.138142877261463	0.170670169052286	0	0.037430824978532
ENSLOCG00000002566	8.78807432275273	44.346916918661	5.15381203624479	0.137709231548261	0.0131471482122244	0.158437300091849	0.341493074801378	0.106773834403697	0.084425556979469	0.245150212548584	17.4975612903563
ENSLOCG00000018623	0.472339792162443	0.14744750436639	0	0	0	0	0	0.45796105108947	0	0	0
ENSLOCG00000019736	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000019758	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000020196	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000019569	0	0	0	0	0	0	0	0	0	0	0.496351611900196
ENSLOCG00000018654	0.472339792162443	0.14744750436639	0	0	0	0.485392544819207	0.406858229175124	0	0	0	0
ENSLOCG00000020234	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000019347	0	0	0	0	0	0	0	0	0	0.501300755147427	0
ENSLOCG00000019819	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000002579	127.731553480253	89.8957858687545	222.441431040402	115.551622235481	162.070636316239	270.097023390384	199.80177291055	133.345179830628	45.8323756086854	14.6606732743843	34.6534904875556
ENSLOCG00000021221	0	0	2.66695403511255	0	0	0.286303409335741	0	0.0675308117467745	0.0667453597929384	0	0.146383746756192
ENSLOCG00000002598	34.2458735850783	22.653685061145	19.7538767626977	23.9102067033089	39.0065774265766	14.1879731697635	50.5745406292384	21.8656386115017	4.56709791890859	32.8124130641951	7.07344434336442
ENSLOCG00000002628	41.342537780545	43.5128952603372	102.9188317848	40.4885797983226	42.0786335698372	23.5649038708356	43.3084151546335	56.789028531908	13.2324214551945	30.5773120144516	9.82615074108138
ENSLOCG00000002670	4.85436486399675	16.4894900536472	19.2260615370278	8.45305166320408	10.1035834010944	4.33212846251144	5.83194284410798	4.39694650074425	2.20350703716415	11.0195020540589	9.86668039428429
ENSLOCG00000002685	26.856024658139	37.5643685579453	19.195216200622	17.4805670274057	21.2793530004785	29.8204033723087	20.6128075117734	28.1967979436137	3.65692822763686	1.48957938672378	7.92000255186492
ENSLOCG00000002690	0.634021395640174	0.43389866469294	1.81557283012181	0.0508219752583024	0.218339624105835	0.375889671367586	0.147033798222507	0.30736041042751	0.0934724604822582	0	0.102500376253576
ENSLOCG00000019393	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000021592	0	0	0	0	0.0356551777232696	0	0	0	0.0572407070700333	0	0
ENSLOCG00000002707	0.598284341972398	0.991734457251742	3.83015311634588	0.0512961630495498	0.64643865265108	0.186779992994295	0.0228316427447372	0.025699377226996	0.0326577437467065	0.0491709714022266	1.63541235424594
ENSLOCG00000002723	0.721617280738001	4.48446600974977	4.64056849907817	0.231373993621148	1.08016948937947	0.285214856969611	0.0669391477193124	0.312151607211093	0.20213442656629	3.73792338698906	2.60155692770996
ENSLOCG00000019886	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000020215	0.472339792162443	0.14744750436639	1.00477680034352	0	0	0.485392544819207	0.813716458350247	0	0	0	0.496351611900196
ENSLOCG00000019277	0	0	0	0	0	0	0	0	0	0	0.496351611900196
ENSLOCG00000022636	0	0.140370024156804	0	0	0.40261826685116	0	0	0	0	0	0
ENSLOCG00000019455	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000018397	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000018178	11.1136761242859	23.1407105041107	18.5046394063265	18.0082618696713	9.96820588218453	16.9817043941097	5.51322383012668	5.13380975387979	2.34189153708266	85.758755271887	6.78706878011354
ENSLOCG00000002749	3.80903744558025	2.15841228520125	3.75433493641869	2.16503432556558	2.06029816602094	1.85957819535466	2.79027772035642	1.64618431878107	0.23549227300553	4.4862034192764	1.1620664427258
ENSLOCG00000002784	1.63702288087251	5.93081256402313	1.9063845542232	1.19535360173865	1.38371499024102	0.650801611431704	0.823403559044895	0.289633105227715	0.435121854466464	0.842321677016421	1.89603361271995
ENSLOCG00000002819	0.943280749797257	7.70788015174947	1.77050995914431	0.289103289660383	0.894265647004056	0.285102235110985	0.23897398455992	0.0537979911941234	0.584894924858751	0.10293243541033	1.16615679794913
ENSLOCG00000018722	0	0	1.00477680034352	0	0	0	0	0	0	0	0
ENSLOCG00000002831	1.51621983380083	2.5506113894902	1.33109801766767	0.978086376759814	1.22828308769622	1.2613347696458	1.14017859556891	0.396683881975594	0.934049225772858	0.223229623358306	7.48597267290624
ENSLOCG00000002846	1.948321385569	4.33289891059459	14.8715616545633	3.30414800516837	1.11737058652621	3.00978567097909	2.33634697211189	0.604977546194541	0.439303623177264	3.48434688897214	211.922459637958
ENSLOCG00000002859	0.321049937818673	0.778634250869793	0.341474013649259	0.849247264504126	0.796037873826988	0.837494078868641	0.319086967960281	7.54247363800036	0.0236658635118196	0	1.0380640037983
ENSLOCG00000002873	0.0626394152310521	0.0912509443812803	1.13261337319555	0	0.0249268367292694	0.193111224183273	0.0179851891797325	0.0809767683204264	0.060026194672624	9.85767339319615	32.1219882685009
ENSLOCG00000002900	4.65285981114382	4.75648022082223	3.42672716015056	0.908391493146784	1.8992654914465	2.60907510633967	1.10441962086976	0.767717323900682	0.358509922542736	3.55429524101942	13.9162558488908
ENSLOCG00000021854	0.355890369717963	0.874882422029942	0.402189051661049	0.347679025436448	0.172603794653247	0.320009489382192	0.383190575954411	0.0862641315071579	0.021315198002731	0.412625868898554	0.490851871048117
ENSLOCG00000002947	0.133353345829966	20.4602214926065	0.330952579947075	0	0.119400435009241	0.0228397441018132	0	0	0.063895024143418	0.061844933019374	14.3168687359761
ENSLOCG00000002959	1.33092660599958	9.00984633302721	5.66238203453502	1.01598473804163	1.33023656448621	0.68385287770922	0.839817220298983	0.435138652893658	0.237284164550226	3.25845490845827	68.1729099375523
ENSLOCG00000002979	24.938518746253	0.863071963580942	60.4605782290328	10.0549640646004	10.0175966543144	18.6667217568126	26.5776686017577	5.36127546282803	0.635870205838479	437.854277280995	177.081311298215
ENSLOCG00000002999	9.12453513005195	8.53491914644924	13.0896702692933	8.76385474272973	6.84210707676004	5.60598946044228	12.0550847580375	6.57998226553798	1.49361539973384	12.4690960795076	14.6726239057961
ENSLOCG00000003034	135.738485716486	79.2390712760731	186.271875496255	204.92275981645	198.239460759743	113.198160008533	131.605050381186	75.7378751655844	14.0449213408754	45.4573837549603	22.4536663079591
ENSLOCG00000018180	5.81466571731008	88.0337867017885	39.7702495463556	1228.92483284954	0.578474521337874	67.0567011055407	3.40860680218413	0.0783008118960445	0	14.7566808497995	10.7778188371374
ENSLOCG00000018182	145.111443715159	4.53278203006344	12.1561246561561	5.4667504719514	0.223676814917311	0.866425692502286	0.161387097572799	0.0908289417994117	0.0897725089215022	0	0.098443069693539
ENSLOCG00000003057	5.06051021565687	10.5769469136844	11.5657322069449	0.383183444295659	0.721200945294135	0.737766425599039	2.41326501043438	0.305592701381199	0.151019173886639	14.0813976604776	4.54494172229985
ENSLOCG00000003138	5.56486558885699	20.773859023206	7.42487086088645	5.62733540923946	8.19624181199636	6.90298149855365	4.14103976197341	4.62924307940762	8.51971086425505	1.03842968377346	3.49481547945428
ENSLOCG00000003158	6.41919750173931	31.455278925733	21.0564381964504	0.899383132210266	36.0308573741561	1.94017269594242	2.23030154035347	2.45813450935068	0.31015454137947	9.1061618938872	3.91126975557823
ENSLOCG00000003181	30.6943565542529	34.5559927039764	65.8862265326031	26.4105193066313	26.7458517061979	32.3137230709292	33.4033760092538	39.8520783398969	15.8899660494131	18.7929492394803	3.53581051354054
ENSLOCG00000003202	0.516689490310329	0.495396506791084	0.353288231506209	0	0.088119559389617	0.151705089516706	0	0.178914527510332	0.0353667139546299	0.136927849075068	0.349043057350696
ENSLOCG00000003221	38.913532108152	16.1034576784662	42.6894215432953	31.7564549962164	27.9625684006708	19.5501181897952	42.7654404443572	19.7173490632993	3.08607882128029	2.0190320069386	1.94274917379292
ENSLOCG00000003244	57.7785032915578	42.2809150975102	80.3802729347434	93.5848344958959	52.1704302949594	60.9886241649652	95.7503338672139	31.2573341611383	28.5867765839421	81.1640462859175	32.4477157090436
ENSLOCG00000003251	4.08989597815386	0.517588584648982	15.4604225763772	0.863898620725571	1.55056199131469	2.55582800148166	2.85640880659823	0.910968737811209	0.052963132107081	9.48380189679103	13.880763219325
ENSLOCG00000003271	0.0987845962518993	2.30249600257205	3.39722864861314	0	0.0393105122877524	0	0	0	0.89930281344914	0	0.449827734979265
ENSLOCG00000003287	9.83142843996142	0.567259354322536	35.7978457909623	3.22074964646409	4.76526179334752	6.62368356614992	8.77617596085299	1.56610278206225	0.297670656827308	47.5253616711968	79.4997832236353
ENSLOCG00000003324	0.781958828540569	1.71511973502959	4.24606941474109	0.793401457057354	1.46784071293897	1.83974703148938	1.43573365221271	0.448907455351293	0.0985969345650766	0.391277030925979	23.2998149576691
ENSLOCG00000003341	2.12957599425039	6.75810719981468	8.57148377516758	0.386737574654636	0.585476964058046	0.0817254229683022	0.00761140218076401	0	0.211694330108871	0.0573725750270909	1.01213280269729
ENSLOCG00000020846	0	0.160974798344958	0	0	0	0	0	0	0	0	0
ENSLOCG00000003365	1.3419414925224	6.61533942559206	5.68050668721689	1.19190601884627	0.618238272283868	0.360952860199638	0.364614336769184	0.130982290689746	0.112197655758327	1.7292104881932	15.8335448419122
ENSLOCG00000003385	12.0999385056081	13.2969414309989	28.8445765502872	13.0486534597803	13.6683610617493	11.0968997746434	15.785233636188	6.03631640744527	3.87628480324384	14.2572695368837	5.1377672167967
ENSLOCG00000019739	6.77210063461815	8.45602555161472	19.4478786717093	0.705690680544503	6.46776332291021	1.3918485020117	5.24994172827177	3.28297379997873	0	0	5.69309318709623
ENSLOCG00000020546	0.885172208934339	1.79607314373864	5.64890264130139	0.461199421143257	1.84929650128485	0.454816636484139	0.762458728690389	0.429113110863362	0.424122089392924	0	0
ENSLOCG00000003401	5.59040863730362	25.0317875794015	5.09418115318079	0.183612308731015	0.133861872706285	0.246915272870415	1.02102979940614	0.0310614790992573	0.199551316496927	0.148575886393081	0.185159378733929
ENSLOCG00000019135	0	0.29489500873278	0	0	0	0	0	0	0	0	1.48905483570059
ENSLOCG00000019713	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000003421	0	0	0	0	0	0	0	0	0	0.132155332155468	0
ENSLOCG00000003426	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000022813	0.148896517264452	0.534521615166637	0.237553190544793	0.0775792403777399	0	0.0765055799119015	0	0.0721819405028437	0	0	0
