fid	gid	dups	age
OG_10918	BL13912	1	Bralan
OG_10919	BL02789	1	Bralan
OG_1091	BL06545	1	Bralan
OG_10920	BL12191	1	Bralan
OG_10921	BL21905	1	Bralan
OG_10922	BL07405	1	Bralan
OG_10923	BL10519	1	Bralan
OG_10924	BL10203	1	Bralan
OG_10925	BL96088	1	Bralan
OG_10927	BL29660	1	Bralan
OG_10929	BL16094	1	Bralan
OG_1092	BL69986	29	Cephalochordata
OG_1092	BL95075	29	Cephalochordata
OG_1092	BL83274	29	Cephalochordata
OG_1092	BL86959	29	Cephalochordata
OG_1092	BL34881	29	Cephalochordata
OG_1092	BL38855	29	Cephalochordata
OG_1092	BL47114	29	Cephalochordata
OG_1092	BL84251	29	Cephalochordata
OG_1092	BL63148	29	Cephalochordata
OG_1092	BL70911	29	Cephalochordata
OG_1092	BL25402	29	Cephalochordata
OG_1092	BL47739	29	Cephalochordata
OG_1092	BL58013	29	Cephalochordata
OG_1092	BL72683	29	Cephalochordata
OG_1092	BL78256	29	Cephalochordata
OG_1092	BL88407	29	Cephalochordata
OG_1092	BL88470	29	Cephalochordata
OG_1092	BL60846	29	Cephalochordata
OG_1092	BL87236	29	Cephalochordata
OG_1092	BL85110	29	Cephalochordata
OG_1092	BL70642	29	Cephalochordata
OG_1092	BL72535	29	Cephalochordata
OG_1092	BL32691	29	Cephalochordata
OG_1092	BL75871	29	Cephalochordata
OG_1092	BL34610	29	Cephalochordata
OG_1092	BL79645	29	Cephalochordata
OG_1092	BL79200	29	Cephalochordata
OG_1092	BL38206	29	Cephalochordata
OG_1092	BL72565	29	Cephalochordata
OG_10930	BL17020	1	Bralan
OG_10931	BL00436	1	Bralan
OG_10932	BL09021	1	Bralan
OG_10935	BL10430	1	Bralan
OG_10936	BL04300	1	Bralan
OG_10938	BL01790	1	Bralan
OG_10940	BL23091	1	Bralan
OG_10944	BL68987	1	Bralan
OG_10945	BL15924	1	Bralan
OG_10946	BL96064	1	Bralan
OG_10947	BL04572	1	Bralan
OG_10948	BL25166	1	Bralan
OG_10949	BL03826	2	Ceph2
OG_10949	BL19251	2	Ceph2
OG_1094	BL01012	2	Cephalochordata
OG_1094	BL24614	2	Cephalochordata
OG_10950	BL23038	1	Bralan
OG_10951	BL01605	1	Bralan
OG_10953	BL06650	1	Bralan
OG_10954	BL25858	2	Cephalochordata
OG_10954	BL07526	2	Cephalochordata
OG_10955	BL78669	1	Bralan
OG_10956	BL23459	1	Bralan
OG_10958	BL95051	1	Bralan
OG_10959	BL14287	1	Bralan
OG_1095	BL01018	1	Bralan
OG_10960	BL23708	1	Bralan
OG_10961	BL23353	1	Bralan
OG_10963	BL19025	1	Bralan
OG_10964	BL07938	1	Bralan
OG_10966	BL19744	1	Bralan
OG_10967	BL14752	1	Bralan
OG_10969	BL09723	1	Bralan
OG_1096	BL12666	1	Bralan
OG_10971	BL28061	2	Bralan
OG_10971	BL22481	2	Bralan
OG_10972	BL06774	1	Bralan
OG_10974	BL13314	1	Bralan
OG_10975	BL11035	2	Bralan
OG_10975	BL04827	2	Bralan
OG_10976	BL15841	1	Bralan
OG_10977	BL24096	1	Bralan
OG_10978	BL23247	1	Bralan
OG_10979	BL19292	1	Bralan
OG_1097	BL11024	1	Bralan
OG_10981	BL09030	1	Bralan
OG_10982	BL12096	1	Bralan
OG_10983	BL11915	1	Bralan
OG_10985	BL08825	1	Bralan
OG_1098	BL72258	2	Bralan
OG_1098	BL11020	2	Bralan
OG_10990	BL08721	1	Bralan
OG_10992	BL16815	1	Bralan
OG_10993	BL02076	1	Bralan
OG_10994	BL11715	1	Bralan
OG_10995	BL16091	1	Bralan
OG_10996	BL13398	1	Bralan
OG_10997	BL03765	3	Cephalochordata
OG_10997	BL75298	3	Cephalochordata
OG_10997	BL22398	3	Cephalochordata
OG_10998	BL24701	1	Bralan
OG_1099	BL00650	1	Bralan
OG_109	BL15729	2	Cephalochordata
OG_109	BL20909	2	Cephalochordata
OG_10	BL21065	1	Bralan
OG_11000	BL13576	1	Bralan
OG_11002	BL00303	1	Bralan
OG_11003	BL15312	1	Bralan
OG_11005	BL20409	1	Bralan
OG_11006	BL30049	1	Bralan
OG_11007	BL29904	1	Bralan
OG_1100	BL00652	1	Bralan
OG_11010	BL24555	1	Bralan
OG_11012	BL06880	1	Bralan
OG_11013	BL10307	1	Bralan
OG_11014	BL22584	1	Bralan
OG_11015	BL16472	1	Bralan
OG_11016	BL22578	1	Bralan
OG_11017	BL17435	1	Bralan
OG_11019	BL43180	1	Bralan
OG_1101	BL04795	1	Bralan
OG_11020	BL21073	1	Bralan
OG_11021	BL12789	1	Bralan
OG_11022	BL11878	1	Bralan
OG_11023	BL19952	2	Bralan
OG_11023	BL03931	2	Bralan
OG_11024	BL21385	1	Bralan
OG_11025	BL27291	1	Bralan
OG_11026	BL10030	1	Bralan
OG_11028	BL16106	1	Bralan
OG_11029	BL05206	1	Bralan
OG_1102	BL04797	1	Bralan
OG_11030	BL02352	1	Bralan
OG_11031	BL11054	1	Bralan
OG_11032	BL17912	1	Bralan
OG_11033	BL10910	1	Bralan
OG_11035	BL16214	1	Bralan
OG_11036	BL03922	1	Bralan
OG_11037	BL12378	1	Bralan
OG_11038	BL21460	1	Bralan
OG_11039	BL14227	1	Bralan
OG_1103	BL04793	2	Cephalochordata
OG_1103	BL28925	2	Cephalochordata
OG_11040	BL01050	1	Bralan
OG_11042	BL24831	1	Bralan
OG_11043	BL02911	1	Bralan
OG_11044	BL08551	1	Bralan
OG_11046	BL10871	1	Bralan
OG_11047	BL07818	1	Bralan
OG_11048	BL01946	1	Bralan
OG_11049	BL01754	1	Bralan
OG_1104	BL16552	1	Bralan
OG_11050	BL20278	1	Bralan
OG_11051	BL21288	1	Bralan
OG_11052	BL38251	1	Bralan
OG_11053	BL05368	1	Bralan
OG_11056	BL23585	1	Bralan
OG_11058	BL13701	1	Bralan
OG_11059	BL01424	1	Bralan
OG_1105	BL16083	1	Bralan
OG_11060	BL22179	2	Bralan
OG_11060	BL19457	2	Bralan
OG_11064	BL14256	1	Bralan
OG_11065	BL20961	2	Bralan
OG_11065	BL01965	2	Bralan
OG_11066	BL09189	1	Bralan
OG_11068	BL00295	1	Bralan
OG_11069	BL30010	1	Bralan
OG_1106	BL16080	1	Bralan
OG_11070	BL02056	1	Bralan
OG_11071	BL17429	1	Bralan
OG_11072	BL11554	1	Bralan
OG_11075	BL11123	1	Bralan
OG_11076	BL04223	1	Bralan
OG_11077	BL31078	1	Bralan
OG_11078	BL05676	1	Bralan
OG_11082	BL95590	2	Cephalochordata
OG_11082	BL95591	2	Cephalochordata
OG_11083	BL01493	1	Bralan
OG_11085	BL02543	1	Bralan
OG_11086	BL06990	2	Cephalochordata
OG_11086	BL29800	2	Cephalochordata
OG_11087	BL18434	1	Bralan
OG_11088	BL24015	1	Bralan
OG_11089	BL06276	1	Bralan
OG_11090	BL08039	1	Bralan
OG_11092	BL20505	1	Bralan
OG_11094	BL20967	1	Bralan
OG_11096	BL07795	1	Bralan
OG_11097	BL03723	1	Bralan
OG_11098	BL29078	1	Bralan
OG_11099	BL23347	1	Bralan
OG_110	BL10938	1	Bralan
OG_11100	BL13837	1	Bralan
OG_11101	BL17865	1	Bralan
OG_11102	BL06324	1	Bralan
OG_11103	BL23529	1	Bralan
OG_11104	BL14697	2	Cephalochordata
OG_11104	BL09937	2	Cephalochordata
OG_11105	BL96160	1	Bralan
OG_11106	BL29767	1	Bralan
OG_11107	BL21181	1	Bralan
OG_11108	BL04059	1	Bralan
OG_11109	BL21469	3	Cephalochordata
OG_11109	BL23238	3	Cephalochordata
OG_11109	BL11159	3	Cephalochordata
OG_1110	BL13076	1	Bralan
OG_11110	BL13911	1	Bralan
OG_11111	BL20068	1	Bralan
OG_11115	BL13711	1	Bralan
OG_11116	BL02316	1	Bralan
OG_11117	BL01934	1	Bralan
OG_11118	BL23753	1	Bralan
OG_11119	BL29541	2	Bralan
OG_11119	BL20607	2	Bralan
OG_1111	BL13070	2	Bralan
OG_1111	BL02043	2	Bralan
OG_11120	BL09427	1	Bralan
OG_11121	BL18436	1	Bralan
OG_11122	BL12424	1	Bralan
OG_11123	BL15505	1	Bralan
OG_11125	BL07094	1	Bralan
OG_11126	BL20699	1	Bralan
OG_11128	BL22550	1	Bralan
OG_11129	BL05412	1	Bralan
OG_1112	BL13073	2	Cephalochordata
OG_1112	BL17068	2	Cephalochordata
OG_11130	BL08571	1	Bralan
OG_11131	BL14152	1	Bralan
OG_11132	BL09233	1	Bralan
OG_11134	BL17812	1	Bralan
OG_11135	BL26847	1	Bralan
OG_11136	BL23537	1	Bralan
OG_11137	BL12877	1	Bralan
OG_11138	BL10692	1	Bralan
OG_11140	BL24496	2	Bralan
OG_11140	BL02231	2	Bralan
OG_11141	BL23281	1	Bralan
OG_11142	BL19247	1	Bralan
OG_11144	BL03847	1	Bralan
OG_11145	BL07252	1	Bralan
OG_11148	BL14904	1	Bralan
OG_11149	BL05958	1	Bralan
OG_1114	BL95110	2	Cephalochordata
OG_1114	BL13032	2	Cephalochordata
OG_11150	BL02445	1	Bralan
OG_11152	BL13977	1	Bralan
OG_11153	BL17890	1	Bralan
OG_11154	BL21383	1	Bralan
OG_11155	BL03114	1	Bralan
OG_11156	BL08365	1	Bralan
OG_11158	BL00094	1	Bralan
OG_11159	BL11116	1	Bralan
OG_1115	BL95117	2	Cephalochordata
OG_1115	BL95116	2	Cephalochordata
OG_11162	BL02696	1	Bralan
OG_11163	BL10144	1	Bralan
OG_11164	BL16741	1	Bralan
OG_11165	BL11558	1	Bralan
OG_11166	BL04812	1	Bralan
OG_11167	BL23512	1	Bralan
OG_11168	BL17487	1	Bralan
OG_11170	BL03197	1	Bralan
OG_11174	BL00080	2	Cephalochordata
OG_11174	BL23078	2	Cephalochordata
OG_11175	BL22723	1	Bralan
OG_11176	BL06057	2	Bralan
OG_11176	BL31990	2	Bralan
OG_11177	BL22039	1	Bralan
OG_11178	BL36640	1	Bralan
OG_1117	BL03887	4	Chordata
OG_1117	BL13803	4	Chordata
OG_1117	BL05355	4	Chordata
OG_1117	BL14758	4	Chordata
OG_11182	BL23991	1	Bralan
OG_11183	BL08587	1	Bralan
OG_11184	BL05749	1	Bralan
OG_11186	BL12613	1	Bralan
OG_11187	BL18706	5	Bralan
OG_11187	BL06398	5	Bralan
OG_11187	BL61649	5	Bralan
OG_11187	BL10550	5	Bralan
OG_11187	BL02024	5	Bralan
OG_11188	BL15348	1	Bralan
OG_11189	BL24856	1	Bralan
OG_1118	BL03883	1	Bralan
OG_11190	BL03653	1	Bralan
OG_11191	BL07564	1	Bralan
OG_11192	BL23034	1	Bralan
OG_11193	BL03504	1	Bralan
OG_11195	BL14366	1	Bralan
OG_11196	BL22832	1	Bralan
OG_11197	BL19892	1	Bralan
OG_11198	BL00106	1	Bralan
OG_1119	BL03888	1	Bralan
OG_11201	BL07906	1	Bralan
OG_11202	BL18641	1	Bralan
OG_11203	BL02939	1	Bralan
OG_11204	BL26975	2	Bralan
OG_11204	BL02159	2	Bralan
OG_11205	BL22977	1	Bralan
OG_11206	BL07355	1	Bralan
OG_11208	BL12188	1	Bralan
OG_11209	BL01376	1	Bralan
OG_1120	BL10039	1	Bralan
OG_11210	BL17489	1	Bralan
OG_11211	BL12073	3	Bralan
OG_11211	BL09481	3	Bralan
OG_11211	BL18331	3	Bralan
OG_11212	BL23274	1	Bralan
OG_11214.1	BL03861	2	Bralan
OG_11214.1	BL22496	2	Bralan
OG_11216	BL10444	1	Bralan
OG_11217	BL20492	1	Bralan
OG_11218	BL27008	2	Bralan
OG_11218	BL21646	2	Bralan
OG_11219	BL11806	1	Bralan
OG_1121	BL96495	1	Bralan
OG_11220	BL14096	1	Bralan
OG_11221	BL20770	1	Bralan
OG_11222	BL13410	1	Bralan
OG_11223.1	BL23750	2	Cephalochordata
OG_11223.1	BL28971	2	Cephalochordata
OG_11224	BL11226	1	Bralan
OG_11225	BL00373	1	Bralan
OG_11226	BL16093	1	Bralan
OG_11228	BL00260	1	Bralan
OG_1122	BL97188	52	Deuterostomia
OG_1122	BL46139	52	Deuterostomia
OG_1122	BL75551	52	Deuterostomia
OG_1122	BL26072	52	Deuterostomia
OG_1122	BL18114	52	Deuterostomia
OG_1122	BL02677	52	Deuterostomia
OG_1122	BL97138	52	Deuterostomia
OG_1122	BL29897	52	Deuterostomia
OG_1122	BL09361	52	Deuterostomia
OG_1122	BL26044	52	Deuterostomia
OG_1122	BL26037	52	Deuterostomia
OG_1122	BL11555	52	Deuterostomia
OG_1122	BL28280	52	Deuterostomia
OG_1122	BL25558	52	Deuterostomia
OG_1122	BL31644	52	Deuterostomia
OG_1122	BL97192	52	Deuterostomia
OG_1122	BL29629	52	Deuterostomia
OG_1122	BL05995	52	Deuterostomia
OG_1122	BL29610	52	Deuterostomia
OG_1122	BL30992	52	Deuterostomia
OG_1122	BL02145	52	Deuterostomia
OG_1122	BL26562	52	Deuterostomia
OG_1122	BL29298	52	Deuterostomia
OG_1122	BL28426	52	Deuterostomia
OG_1122	BL24310	52	Deuterostomia
OG_1122	BL14927	52	Deuterostomia
OG_1122	BL10547	52	Deuterostomia
OG_1122	BL27951	52	Deuterostomia
OG_1122	BL96497	52	Deuterostomia
OG_1122	BL07396	52	Deuterostomia
OG_1122	BL21199	52	Deuterostomia
OG_1122	BL28193	52	Deuterostomia
OG_1122	BL08635	52	Deuterostomia
OG_1122	BL26116	52	Deuterostomia
OG_1122	BL25559	52	Deuterostomia
OG_1122	BL30642	52	Deuterostomia
OG_1122	BL27791	52	Deuterostomia
OG_1122	BL26891	52	Deuterostomia
OG_1122	BL28274	52	Deuterostomia
OG_1122	BL30640	52	Deuterostomia
OG_1122	BL32142	52	Deuterostomia
OG_1122	BL30408	52	Deuterostomia
OG_1122	BL96498	52	Deuterostomia
OG_1122	BL28192	52	Deuterostomia
OG_1122	BL25512	52	Deuterostomia
OG_1122	BL41128	52	Deuterostomia
OG_1122	BL31226	52	Deuterostomia
OG_1122	BL31668	52	Deuterostomia
OG_1122	BL11520	52	Deuterostomia
OG_1122	BL30370	52	Deuterostomia
OG_1122	BL27656	52	Deuterostomia
OG_1122	BL41127	52	Deuterostomia
OG_11231	BL01074	1	Bralan
OG_11233	BL11472	3	Bralan
OG_11233	BL23227	3	Bralan
OG_11233	BL26719	3	Bralan
OG_11235	BL11874	1	Bralan
OG_11237	BL17464	1	Bralan
OG_11238	BL17396	1	Bralan
OG_11239	BL06587	1	Bralan
OG_11240	BL01645	1	Bralan
OG_11241	BL15744	1	Bralan
OG_11242	BL24486	1	Bralan
OG_11243	BL24624	1	Bralan
OG_11244	BL00065	1	Bralan
OG_11245	BL02788	1	Bralan
OG_11248	BL17674	1	Bralan
OG_11249	BL05277	1	Bralan
OG_1124	BL09874	1	Bralan
OG_11250	BL00114	1	Bralan
OG_11251	BL19001	1	Bralan
OG_11253	BL13880	1	Bralan
OG_11256	BL10125	1	Bralan
OG_11257	BL15638	1	Bralan
OG_11258	BL17169	1	Bralan
OG_1125	BL19590	39	Cephalochordata
OG_1125	BL12211	39	Cephalochordata
OG_1125	BL26584	39	Cephalochordata
OG_1125	BL17107	39	Cephalochordata
OG_1125	BL17032	39	Cephalochordata
OG_1125	BL11336	39	Cephalochordata
